Series ID,Region Name,county_fips,2009,2010,2011,2012,2013,2014,2015,2016
RACEDISPARITY051033,"Caroline County, VA",51033,11.17767395,12.86636195,13.46583687,11.82512089,11.12340614,11.48942042,10.62782019,13.50390586
RACEDISPARITY024011,"Caroline County, MD",24011,21.41905138,26.98454687,29.31411093,29.24805731,30.80565083,31.00871383,28.93337731,30.23699275
RACEDISPARITY021041,"Carroll County, KY",21041,40.5233042,37.07194176,38.6154864,40.49119236,42.53622467,37.24343389,33.11505334,22.27460279
RACEDISPARITY017015,"Carroll County, IL",17015,32.46821229,30.06210218,21.54454251,15.32885783,20.41131097,31.0770597,38.19350997,35.66174131
RACEDISPARITY005015,"Carroll County, AR",5015,28.90523438,26.43660679,29.14604479,33.63046154,41.90373383,46.40000573,45.77570562,41.83503567
RACEDISPARITY039019,"Carroll County, OH",39019,28.33579381,25.94953194,28.38310153,25.37048913,15.47095229,13.05533558,22.47553437,34.72457773
RACEDISPARITY019027,"Carroll County, IA",19027,46.34263589,26.87234392,21.75991927,39.47793302,25.36053895,20.90774676,23.56292664,27.41988327
RACEDISPARITY028015,"Carroll County, MS",28015,24.8157467,25.43787632,10.59241628,18.53684551,19.61422645,28.99417445,31.98515765,33.29809228
RACEDISPARITY047017,"Carroll County, TN",47017,17.32291978,21.26549499,18.80850663,20.07570173,16.23885532,12.6940492,8.440235301,14.29021143
RACEDISPARITY013045,"Carroll County, GA",13045,31.25342698,33.333057,31.79689265,29.28048149,29.35202,27.76645484,28.18407011,27.7067878
RACEDISPARITY033003,"Carroll County, NH",33003,46.87652558,34.08526797,25.97258739,26.15106518,27.00515645,34.95207673,25.35407061,24.08566706
RACEDISPARITY051035,"Carroll County, VA",51035,54.3595044,21.72798253,23.77701268,37.68902681,39.3520458,31.01282758,24.28662624,18.55520458
RACEDISPARITY018015,"Carroll County, IN",18015,52.31765276,42.25540801,38.65289514,40.12486851,40.82262175,46.60998319,47.76960673,57.45494992
RACEDISPARITY029033,"Carroll County, MO",29033,39.04502802,35.03890078,37.79261492,35.20528296,26.75182482,11.30974022,39.24013982,13.56890015
RACEDISPARITY024013,"Carroll County, MD",24013,25.77927629,27.41941452,27.67642203,27.72000509,25.16437774,27.09471032,29.10715843,25.56645698
RACEDISPARITY048065,"Carson County, TX",48065,3.639506718,14.67317564,26.39114991,21.04207833,22.88992027,19.62055785,9.512514034,14.99188126
RACEDISPARITY032510,"Carson City, NV",32510,23.57471496,26.84919621,22.69996729,19.78241741,22.1356746,24.71570617,28.23188994,24.13034678
RACEDISPARITY021043,"Carter County, KY",21043,41.52618904,50.69659643,45.76764888,38.95928747,43.69637837,35.17041663,36.14311392,34.51192515
RACEDISPARITY030011,"Carter County, MT",30011,0,0,0,0,0,0,0,
RACEDISPARITY040019,"Carter County, OK",40019,38.46020351,40.09304571,35.70815155,34.59348652,34.3529696,32.07195855,32.90976505,31.72874267
RACEDISPARITY047019,"Carter County, TN",47019,35.35042895,36.07143665,35.05318633,32.90719781,33.52953686,34.70878217,36.90469272,33.7656529
RACEDISPARITY029035,"Carter County, MO",29035,18.63408263,15.49334779,2.771051141,1.899222165,17.79033376,4.906025964,3.977084791,11.5791929
RACEDISPARITY037031,"Carteret County, NC",37031,28.08637957,44.56172775,38.59013283,37.53064505,38.81280253,39.51312469,36.80320714,35.84136689
RACEDISPARITY027019,"Carver County, MN",27019,40.81558119,33.16110015,30.73076237,30.86583579,29.4081865,28.51729999,34.05183491,31.51668905
RACEDISPARITY030013,"Cascade County, MT",30013,39.26097121,38.2706202,35.91866599,31.28984688,29.57589007,27.39763111,32.86415944,35.89744845
RACEDISPARITY021045,"Casey County, KY",21045,28.46418716,24.43982631,34.84043305,17.12151902,21.88825934,18.56364038,20.51877724,20.7533825
RACEDISPARITY031025,"Cass County, NE",31025,19.75858833,11.18205629,10.7180883,13.60428894,24.47517609,28.5813669,35.37459253,34.83526816
RACEDISPARITY038017,"Cass County, ND",38017,28.53598044,26.69456097,28.04873222,28.17038279,31.1388374,31.60274119,31.30420624,32.51538657
RACEDISPARITY019029,"Cass County, IA",19029,20.75440775,45.90456801,30.90732418,31.07783667,31.84676902,27.41691903,27.62640352,21.83103293
RACEDISPARITY029037,"Cass County, MO",29037,36.06679932,32.2848766,33.09969178,34.97437344,32.46789474,35.69416298,37.93025431,34.11728554
RACEDISPARITY026027,"Cass County, MI",26027,41.00729372,35.83901196,36.97815035,35.61069862,32.10015865,33.24510411,38.52413039,34.62003642
RACEDISPARITY027021,"Cass County, MN",27021,30.62592318,29.70190219,32.38398099,32.58225848,33.05778784,32.81710796,31.5539496,25.26400966
RACEDISPARITY017017,"Cass County, IL",17017,50.13471518,54.67846737,50.1369596,42.49347158,51.39410651,44.10174554,42.32219543,38.94135466
RACEDISPARITY018017,"Cass County, IN",18017,40.47289601,38.00826415,38.10052472,40.88720586,42.63199529,43.9070879,45.74623698,44.17431846
RACEDISPARITY048067,"Cass County, TX",48067,25.83049803,21.72056237,20.49103125,18.58582376,17.1389214,14.92033411,16.47067642,17.32250589
RACEDISPARITY016031,"Cassia County, ID",16031,21.03894637,23.539173,19.09618343,18.51524627,18.47985585,22.41476813,25.01517131,26.26832285
RACEDISPARITY048069,"Castro County, TX",48069,21.14207878,23.7199798,23.46411884,31.88619784,30.1358139,28.20160041,24.31161088,22.76994357
RACEDISPARITY037033,"Caswell County, NC",37033,17.41749078,21.63467244,16.91361753,20.66334227,25.82951776,29.23403174,23.59788759,26.90781921
RACEDISPARITY022025,"Catahoula Parish, LA",22025,46.50531071,42.38059575,42.10359922,37.80643683,35.27890538,33.60479207,33.54671755,36.77527157
RACEDISPARITY037035,"Catawba County, NC",37035,31.91857924,33.89467333,35.87642318,32.04384278,32.29218165,30.52888356,30.99537898,29.1160389
RACEDISPARITY013047,"Catoosa County, GA",13047,17.58296131,16.01309343,15.36960114,10.49007715,12.29069012,16.48216683,17.17153139,15.86832059
RACEDISPARITY035003,"Catron County, NM",35003,0,0,0,0,0,0,0,
RACEDISPARITY036009,"Cattaraugus County, NY",36009,42.6385635,36.35958561,36.84705001,34.7011452,27.36428845,26.38355322,30.25290145,32.55388036
RACEDISPARITY038019,"Cavalier County, ND",38019,68.85117493,43.64640884,NA,54.58786936,49.14522468,28.4917243,33.46806521,42.57723409
RACEDISPARITY036011,"Cayuga County, NY",36011,51.20477761,49.07764553,48.14548957,43.37324933,40.83962899,40.01576897,40.34129297,38.41223367
RACEDISPARITY024015,"Cecil County, MD",24015,30.90988176,31.84124589,32.81260111,33.98795749,32.89380115,36.21815883,38.96853384,39.79752427
RACEDISPARITY031027,"Cedar County, NE",31027,8.257467994,5.926400073,13.71429891,4.167035162,7.583020594,32.50030162,5.186983622,4.085893573
RACEDISPARITY019031,"Cedar County, IA",19031,18.57386701,16.04154042,13.42729218,15.85599731,13.15541123,12.3830926,16.5703498,24.61641203
RACEDISPARITY029039,"Cedar County, MO",29039,42.99584511,34.95543127,34.8646605,13.95603681,4.11060975,14.6588994,45.44771273,50.35189712
RACEDISPARITY042027,"Centre County, PA",42027,43.08606743,47.52258923,44.81888208,44.78592534,42.62698723,43.65020668,43.48305585,43.80334556
RACEDISPARITY019033,"Cerro Gordo County, IA",19033,31.86103459,31.27518468,34.60814393,30.40250401,18.72891957,19.82282233,18.8726019,16.94747919
RACEDISPARITY008015,"Chaffee County, CO",8015,16.28615098,36.19320351,28.36264535,31.22714032,31.57665371,27.16728646,29.86366154,34.42557819
RACEDISPARITY001017,"Chambers County, AL",1017,27.06974588,27.08298161,27.88460676,32.77802348,29.01955492,28.02486769,30.16114196,29.25791413
RACEDISPARITY048071,"Chambers County, TX",48071,14.81644016,12.47167255,12.22331212,10.72385147,11.97780663,9.237527056,14.38648193,15.78550147
RACEDISPARITY017019,"Champaign County, IL",17019,37.30748176,34.23356188,35.76909632,36.88264873,38.08321074,38.07915896,38.66090934,37.49209372
RACEDISPARITY039021,"Champaign County, OH",39021,38.88308066,29.62578269,30.88734916,40.3552073,37.3978777,37.54996999,35.80513412,35.29007511
RACEDISPARITY029041,"Chariton County, MO",29041,32.28772309,30.77772772,28.20107983,26.77610145,29.23877069,26.71151029,28.16631457,25.82672258
RACEDISPARITY024017,"Charles County, MD",24017,31.42594497,28.59780604,31.2407277,32.53088948,33.56785203,34.97270823,35.9431895,35.74072876
RACEDISPARITY051036,"Charles City County, VA",51036,16.75549634,18.57210829,13.88430752,12.77677738,12.75592944,13.34587864,12.21894863,13.378494
RACEDISPARITY046023,"Charles Mix County, SD",46023,8.775839836,20.15927234,17.11411268,12.09582198,27.16298683,33.80778514,41.07385455,46.68940815
RACEDISPARITY045019,"Charleston County, SC",45019,48.12734241,49.70221369,49.67354666,48.92380745,49.29231762,49.09492131,48.27011032,47.91905377
RACEDISPARITY026029,"Charlevoix County, MI",26029,31.82011146,33.16043748,25.89128313,21.90685571,25.31966767,26.25569322,25.80376608,24.35384013
RACEDISPARITY012015,"Charlotte County, FL",12015,35.85530125,40.13190091,35.93064794,36.5945328,34.05648456,32.69602059,30.17437258,31.43418987
RACEDISPARITY051037,"Charlotte County, VA",51037,10.93919453,10.55882901,7.969031702,8.875727753,3.783866617,3.764935399,5.643173727,10.6721617
RACEDISPARITY051540,"Charlottesville City, VA",51540,27.65624346,22.43583346,24.61021419,26.65660094,27.0078065,26.51482991,27.26258131,30.00269064
RACEDISPARITY013049,"Charlton County, GA",13049,26.54015977,31.42406531,30.89375256,32.74254566,33.44177152,31.15114258,33.35786771,35.12101113
RACEDISPARITY020017,"Chase County, KS",20017,0,0,0,0,0,0,0,
RACEDISPARITY031029,"Chase County, NE",31029,0,0,0,0,0,0,0,
RACEDISPARITY013051,"Chatham County, GA",13051,47.32520384,46.46651097,46.13989807,43.55444897,42.94268167,42.11467758,41.30481511,39.71280987
RACEDISPARITY037037,"Chatham County, NC",37037,39.88138066,42.36425042,40.8233023,40.93582177,38.58804931,36.56379987,38.00621579,39.14462314
RACEDISPARITY013053,"Chattahoochee County, GA",13053,8.790281939,17.15594516,11.11045669,8.911299141,8.574835442,13.39627318,6.608641263,4.096911726
RACEDISPARITY013055,"Chattooga County, GA",13055,37.72039092,32.72185705,30.24784587,29.75707964,32.48780475,33.32171817,34.93201755,36.08712358
RACEDISPARITY020019,"Chautauqua County, KS",20019,0,0,0,0,0,0,0,
RACEDISPARITY036013,"Chautauqua County, NY",36013,36.52208778,39.75696899,41.6151198,42.39925515,45.79509331,45.3409678,42.86102665,44.18938776
RACEDISPARITY035005,"Chaves County, NM",35005,22.58757772,25.17875879,26.72395329,27.84791406,28.85293374,28.28947021,27.14887951,30.58291486
RACEDISPARITY047021,"Cheatham County, TN",47021,12.02618878,22.97299137,16.88107611,20.83982504,27.86058785,32.06991069,35.09541972,27.98341415
RACEDISPARITY026031,"Cheboygan County, MI",26031,28.86325078,24.89558811,24.10019111,22.69715148,25.51103651,21.33661434,29.70238374,32.57084446
RACEDISPARITY053007,"Chelan County, WA",53007,23.89076109,24.73964821,26.79087962,24.66627728,26.59888667,31.09013926,30.73976959,28.00216009
RACEDISPARITY036015,"Chemung County, NY",36015,37.5639147,34.36559675,38.05258844,36.04237936,37.66909769,36.84983895,37.8469076,37.44478386
RACEDISPARITY036017,"Chenango County, NY",36017,26.30840055,29.46764223,21.81516981,17.85289923,19.99223138,26.27366465,26.20392299,22.58809004
RACEDISPARITY048073,"Cherokee County, TX",48073,34.7393748,34.39867697,35.05467584,31.47053261,30.91247737,34.42943861,33.25800555,34.49110091
RACEDISPARITY045021,"Cherokee County, SC",45021,39.85560852,47.20137693,41.75124399,40.20658266,43.74962733,38.9971203,37.76023502,40.00185906
RACEDISPARITY013057,"Cherokee County, GA",13057,28.88806714,25.59967374,24.98858269,21.42349339,22.81482921,23.93002494,24.06322893,23.62281687
RACEDISPARITY037039,"Cherokee County, NC",37039,25.11759932,25.94838257,21.22175844,21.52717055,26.21006145,25.52934327,34.18314914,24.76004411
RACEDISPARITY040021,"Cherokee County, OK",40021,35.42990792,31.96665398,24.57057616,23.46055358,21.2581843,16.94355125,21.62640231,17.90502809
RACEDISPARITY001019,"Cherokee County, AL",1019,16.92804569,28.93723984,25.60019677,22.87480283,16.47598315,13.67112692,15.99320133,17.31231241
RACEDISPARITY019035,"Cherokee County, IA",19035,27.64571414,14.36276625,16.01887912,18.27499255,22.70786109,25.37803724,16.00668559,17.77274936
RACEDISPARITY020021,"Cherokee County, KS",20021,26.83315657,39.59793485,34.40699421,26.94218671,33.40093587,27.98403446,16.04514442,22.52838079
RACEDISPARITY031031,"Cherry County, NE",31031,14.65930819,23.56614086,23.58598062,22.22364646,22.87302116,27.32167186,3.886194633,6.009534113
RACEDISPARITY051550,"Chesapeake City, VA",51550,42.11468688,40.74147311,37.87260939,38.06671817,35.63058284,33.85293423,34.76700495,34.30961573
RACEDISPARITY033005,"Cheshire County, NH",33005,36.94950969,35.50458341,32.44722089,26.58079146,24.14201525,27.16212249,22.62285734,24.78289885
RACEDISPARITY042029,"Chester County, PA",42029,38.1117249,40.62212036,38.90485543,38.21583452,37.11637255,37.58893661,37.56763535,36.81274383
RACEDISPARITY045023,"Chester County, SC",45023,24.77856808,26.99476108,29.46148109,30.18581278,31.98515268,37.20977079,35.09020156,32.15152145
RACEDISPARITY047023,"Chester County, TN",47023,24.33317166,25.47280967,23.14275913,24.89446896,36.51519763,31.40469546,35.84199349,35.04766691
RACEDISPARITY051041,"Chesterfield County, VA",51041,35.9153652,37.59140347,38.20084595,37.18428323,36.03543257,36.00730262,35.50240303,35.43758796
RACEDISPARITY045025,"Chesterfield County, SC",45025,17.27361519,22.77638422,22.08211734,22.11431988,20.16582081,20.4282028,21.80690002,25.14460324
RACEDISPARITY031033,"Cheyenne County, NE",31033,24.57968325,23.0399811,16.85762657,18.56175553,17.64864677,14.67763927,7.120441518,11.6581723
RACEDISPARITY008017,"Cheyenne County, CO",8017,0,0,0,0,0,0,0,
RACEDISPARITY020023,"Cheyenne County, KS",20023,0,0,0,0,0,0,0,
RACEDISPARITY019037,"Chickasaw County, IA",19037,47.08796371,40.76917006,39.86315039,43.43086832,35.6655909,33.12807614,31.02394294,23.79407474
RACEDISPARITY028017,"Chickasaw County, MS",28017,21.27348571,18.06891969,16.56736094,17.46468917,18.31366985,25.2517631,32.42400383,28.37304783
RACEDISPARITY005017,"Chicot County, AR",5017,45.20038782,45.01629498,40.79495966,38.88215523,41.6539879,35.2650896,42.28672319,43.1126309
RACEDISPARITY048075,"Childress County, TX",48075,22.70979321,22.92829639,21.25486007,25.42991089,25.61615521,26.77487402,25.78040338,30.75901313
RACEDISPARITY001021,"Chilton County, AL",1021,20.74269597,23.50365204,23.15203194,23.93637152,23.02542682,22.79910471,19.80452813,27.41026569
RACEDISPARITY055017,"Chippewa County, WI",55017,34.58350302,26.73080045,22.74863941,23.60415549,23.78940871,26.62067203,30.70767627,33.64815296
RACEDISPARITY026033,"Chippewa County, MI",26033,48.40713241,62.81134351,53.57606751,55.41900308,60.89148208,52.91212611,50.11670193,53.84926081
RACEDISPARITY027023,"Chippewa County, MN",27023,31.709602,17.70539367,19.38298583,10.31571312,16.87841725,10.95387599,23.43834411,21.27321631
RACEDISPARITY027025,"Chisago County, MN",27025,37.16550985,34.92006503,34.24008146,35.04729426,33.20063207,23.37805391,21.36361043,23.07059028
RACEDISPARITY050007,"Chittenden County, VT",50007,25.20467918,24.38084865,25.81626372,27.80924617,26.67389708,28.48066096,33.8626815,33.91747132
RACEDISPARITY040023,"Choctaw County, OK",40023,29.53246879,28.7844193,30.34582977,31.44172951,28.66824626,36.55641119,35.97857943,28.6776332
RACEDISPARITY028019,"Choctaw County, MS",28019,24.96394588,31.50476448,25.66485903,28.8704232,26.21854746,33.23872064,34.99758717,31.78625657
RACEDISPARITY001023,"Choctaw County, AL",1023,26.91216597,36.11823262,34.32956983,36.41836441,38.40946383,33.01888891,34.85696416,35.99046202
RACEDISPARITY030015,"Chouteau County, MT",30015,37.04994112,22.82051282,26.34262407,33.20891401,31.7428459,28.72787279,34.20273279,33.84469185
RACEDISPARITY037041,"Chowan County, NC",37041,22.09664003,29.00234964,22.00626074,22.45697978,28.60139189,21.19562565,16.21550301,28.85479931
RACEDISPARITY021047,"Christian County, KY",21047,40.35849893,41.72613019,43.99054683,40.37333047,37.36504873,39.26366796,36.27130403,33.57875384
RACEDISPARITY017021,"Christian County, IL",17021,39.97668685,41.5750008,37.63511718,33.93795121,32.56347571,40.06253424,42.62399845,34.49691689
RACEDISPARITY029043,"Christian County, MO",29043,30.99092363,32.57071945,32.85707849,31.3561683,28.95987737,25.52231632,24.73205772,31.26295005
RACEDISPARITY032001,"Churchill County, NV",32001,24.80177604,18.41138122,17.27925379,15.96723685,14.42701476,14.23896044,16.46816121,20.88265185
RACEDISPARITY035006,"Cibola County, NM",35006,20.00896887,12.23060812,11.61151752,11.95318726,9.453255042,14.56256677,22.30312138,13.59355882
RACEDISPARITY040025,"Cimarron County, OK",40025,24.37874803,28.04930536,20.5944051,26.17486289,19.52947471,21.16184269,29.21714608,18.6731857
RACEDISPARITY012017,"Citrus County, FL",12017,21.68611949,22.04706827,20.49138102,23.20284292,24.31358809,22.78242742,21.94535826,22.49645494
RACEDISPARITY041005,"Clackamas County, OR",41005,27.76260493,30.15799593,27.9590323,26.97097779,27.2986677,25.85709971,25.38915538,25.81191246
RACEDISPARITY022027,"Claiborne Parish, LA",22027,15.05979118,15.97301988,16.63402682,18.04765968,17.95990328,17.84912972,16.69487876,23.0187632
RACEDISPARITY047025,"Claiborne County, TN",47025,37.15273326,33.96978328,24.46242977,21.97233473,22.84844718,21.95506281,30.70450182,28.89013437
RACEDISPARITY028021,"Claiborne County, MS",28021,19.29574438,15.35424794,12.95882039,8.442150692,13.11065001,20.03591747,18.89233884,13.63180253
RACEDISPARITY053009,"Clallam County, WA",53009,30.32623601,34.74338594,34.03758445,32.07819867,25.8861871,27.61117292,28.94098706,29.01218142
RACEDISPARITY026035,"Clare County, MI",26035,47.57702827,27.05908875,29.42512258,24.96244575,28.95885506,22.57010135,17.53007327,24.93235714
RACEDISPARITY045027,"Clarendon County, SC",45027,27.58315591,29.76589412,32.47824275,29.06088772,26.05932452,30.64118892,30.85635343,33.85330516
RACEDISPARITY042031,"Clarion County, PA",42031,29.3096454,29.46258632,28.81362144,34.92483378,33.9532474,35.56739504,41.73494213,42.33590759
RACEDISPARITY032003,"Clark County, NV",32003,34.77703548,34.93172311,35.13111464,34.64551157,34.45083085,34.40797049,34.50825515,34.88570064
RACEDISPARITY046025,"Clark County, SD",46025,44.39592794,0,0,0,0,0,0,
RACEDISPARITY017023,"Clark County, IL",17023,23.05754254,20.85105744,14.98266535,19.14709699,26.01740594,26.45315276,10.7480959,21.89671581
RACEDISPARITY018019,"Clark County, IN",18019,35.80641451,44.0830413,40.21987424,40.68564458,37.0568328,38.01797052,34.66415346,35.62719195
RACEDISPARITY055019,"Clark County, WI",55019,36.38081758,33.08829438,33.79986463,36.87907225,35.26978992,33.81202484,33.0049616,38.39337295
RACEDISPARITY053011,"Clark County, WA",53011,25.82908874,26.28058897,26.1124819,26.28496664,26.44233114,25.51146394,24.46214594,24.78226613
RACEDISPARITY005019,"Clark County, AR",5019,24.76700532,29.66982516,26.50891384,27.33287462,24.63830897,26.04668892,23.05849812,23.89257679
RACEDISPARITY039023,"Clark County, OH",39023,51.74791237,46.91754121,45.96365101,49.3865113,50.88641031,50.69677502,47.66965251,48.19766689
RACEDISPARITY029045,"Clark County, MO",29045,48.14848313,38.08807382,10.45570285,19.64174699,11.7611489,11.40380198,27.11084731,33.3304602
RACEDISPARITY020025,"Clark County, KS",20025,0,0,0,0,0,0,0,
RACEDISPARITY016033,"Clark County, ID",16033,0,0,0,0,0,0,0,
RACEDISPARITY021049,"Clark County, KY",21049,40.35701739,39.92112127,38.15183532,39.66998113,43.81858384,42.48612995,42.54468229,37.53698415
RACEDISPARITY001025,"Clarke County, AL",1025,19.07512273,16.64742183,13.21059642,15.23462411,19.67548631,19.87552302,15.44847478,14.65893703
RACEDISPARITY051043,"Clarke County, VA",51043,27.65579164,16.65022273,16.15516994,18.06214905,17.41807209,16.73325396,19.54599414,16.49433993
RACEDISPARITY019039,"Clarke County, IA",19039,46.22033524,32.96476401,43.48276693,40.60592878,27.78134911,36.27941851,42.67993552,42.84780343
RACEDISPARITY013059,"Clarke County, GA",13059,34.43580551,36.95804473,36.73483966,35.89225618,38.11768345,36.70959176,34.82221872,35.47722217
RACEDISPARITY028023,"Clarke County, MS",28023,21.5133962,23.24698763,26.71210619,32.89634646,34.12272514,33.96823638,32.81657619,30.86621776
RACEDISPARITY041007,"Clatsop County, OR",41007,33.42763883,31.59846317,33.19680459,33.38089655,25.94320208,16.14176448,17.2437556,13.29351862
RACEDISPARITY048077,"Clay County, TX",48077,7.52607798,7.980545661,5.243136169,17.7749818,13.70351387,19.94508289,14.50077904,11.39494026
RACEDISPARITY029047,"Clay County, MO",29047,26.85516954,30.30201375,29.05443152,29.30989265,27.77709464,29.40182373,24.70715583,27.10709135
RACEDISPARITY018021,"Clay County, IN",18021,42.65610947,36.11829181,32.13096355,32.41566354,38.74382891,38.57914631,46.98429701,45.84817961
RACEDISPARITY054015,"Clay County, WV",54015,75.59063136,49.50792092,21.8923741,14.15472857,29.36313938,37.74793197,77.70700637,51.17916525
RACEDISPARITY017025,"Clay County, IL",17025,28.12712194,36.45761982,36.52899494,39.66273011,19.40567085,27.95332342,30.8115924,23.83244252
RACEDISPARITY019041,"Clay County, IA",19041,26.38014398,20.81562816,10.04746169,23.57968476,11.41173655,11.25912326,23.50337734,14.21367376
RACEDISPARITY037043,"Clay County, NC",37043,32.60547787,27.41473701,27.36210391,29.14793251,27.71628668,30.06203251,31.27308774,29.64989577
RACEDISPARITY020027,"Clay County, KS",20027,39.61436496,35.22706478,33.33589471,12.32362776,8.453873881,3.220591893,7.696416686,5.212224024
RACEDISPARITY027027,"Clay County, MN",27027,28.49046318,34.47771821,34.044808,37.09917722,36.06253549,34.68282041,34.36477177,33.02442098
RACEDISPARITY001027,"Clay County, AL",1027,23.76415681,24.99662276,25.33247916,33.14250138,29.53631969,23.72983364,23.2821013,22.23980648
RACEDISPARITY005021,"Clay County, AR",5021,27.01230872,29.04021002,21.38202886,22.56753104,30.80261511,30.73998528,42.14916909,24.21778286
RACEDISPARITY021051,"Clay County, KY",21051,47.18232342,46.9176827,56.92819673,65.11166532,70.38059778,68.50618044,64.71186604,58.8436925
RACEDISPARITY013061,"Clay County, GA",13061,35.33349935,0,0,0,0,0,0,
RACEDISPARITY047027,"Clay County, TN",47027,30.09613963,33.3438055,38.36334235,39.40322366,26.56490852,27.87634409,21.72212587,23.92093757
RACEDISPARITY031035,"Clay County, NE",31035,1.036617102,7.85557719,3.713881907,12.25754909,24.07825482,23.29390738,25.32863092,25.30636982
RACEDISPARITY028025,"Clay County, MS",28025,13.92601946,15.28371683,12.74119149,14.26923514,13.18113161,14.60257105,17.44178472,19.72924322
RACEDISPARITY046027,"Clay County, SD",46027,11.8594312,20.87706104,18.4551205,16.47815973,17.99200642,18.28351495,20.04911541,21.59762538
RACEDISPARITY012019,"Clay County, FL",12019,27.43400695,29.39196466,32.39746001,34.85088034,32.65926797,30.81936171,30.64673481,30.65168463
RACEDISPARITY019043,"Clayton County, IA",19043,28.67131514,27.56834734,28.72702095,24.83159676,22.34233424,28.99280044,24.78514417,24.33742721
RACEDISPARITY013063,"Clayton County, GA",13063,21.77211141,27.24616439,25.8154626,26.6043813,26.67734036,27.19959596,27.0340228,26.8959656
RACEDISPARITY008019,"Clear Creek County, CO",8019,22.98468511,11.00684505,14.90359724,22.53280493,14.58719095,15.35422303,25.51835039,28.84779792
RACEDISPARITY042033,"Clearfield County, PA",42033,65.27786331,53.02388331,49.34220708,48.69939923,48.00259293,51.01427203,54.67640815,53.89135871
RACEDISPARITY016035,"Clearwater County, ID",16035,1.944396756,1.720517559,24.74071622,18.02700645,24.5594324,14.40816917,17.18105725,19.47372932
RACEDISPARITY027029,"Clearwater County, MN",27029,16.90750607,14.2537585,20.0707407,16.60517651,15.74184939,17.14229142,4.059087998,8.98416176
RACEDISPARITY001029,"Cleburne County, AL",1029,49.96230208,50.06148055,48.17402118,49.15040261,46.4800402,46.59614496,37.21039781,33.87668429
RACEDISPARITY005023,"Cleburne County, AR",5023,31.30766648,38.48004377,39.28153643,27.53970229,29.01501129,19.43767009,19.68758245,17.03631208
RACEDISPARITY039025,"Clermont County, OH",39025,31.02379531,31.3238853,32.58988429,27.64389882,24.67030599,26.44782106,25.7412014,24.81950437
RACEDISPARITY040027,"Cleveland County, OK",40027,22.20224418,23.72069726,22.46721965,24.81887605,23.75992295,22.3252543,23.60395373,21.06885951
RACEDISPARITY005025,"Cleveland County, AR",5025,17.01575668,17.56464825,16.47157818,21.6241565,19.01258369,19.48004165,17.78401693,14.3740332
RACEDISPARITY037045,"Cleveland County, NC",37045,29.92358789,34.48688281,32.27815675,32.25592187,31.77789759,31.58935973,30.55639391,30.90455909
RACEDISPARITY013065,"Clinch County, GA",13065,14.91948333,4.542440318,13.30587124,15.41471933,18.23642733,15.15958521,8.342390318,8.109261211
RACEDISPARITY021053,"Clinton County, KY",21053,11.87080509,10.74295586,32.65979385,23.80062498,35.40059942,25.5456924,21.7083562,14.24282899
RACEDISPARITY019045,"Clinton County, IA",19045,37.56002205,33.6700317,35.89175889,32.83100626,31.48682611,31.3241999,29.06339816,27.38723407
RACEDISPARITY029049,"Clinton County, MO",29049,15.54132143,23.28563697,29.74412603,27.70756583,29.60028981,25.43872229,16.40871469,13.148971
RACEDISPARITY017027,"Clinton County, IL",17027,46.51464788,48.31640377,39.01818478,40.67671347,36.80261405,35.88922631,32.29001213,37.45780498
RACEDISPARITY036019,"Clinton County, NY",36019,46.72172792,42.55030609,45.66286903,43.76589567,41.58181307,40.69304753,41.30397898,40.21206252
RACEDISPARITY042035,"Clinton County, PA",42035,48.41915375,49.7414987,40.49707179,40.83983462,36.15408586,31.65627201,35.54702965,28.17931149
RACEDISPARITY018023,"Clinton County, IN",18023,58.43012132,48.46599968,47.04551617,46.9216867,44.43247959,46.92877408,43.83987931,46.09857116
RACEDISPARITY026037,"Clinton County, MI",26037,25.24925004,27.99655922,32.05750739,32.83600847,32.13919092,25.65057369,26.03656309,22.75538206
RACEDISPARITY039027,"Clinton County, OH",39027,44.93832972,50.26520615,41.98315223,42.44321221,45.7382369,44.78473683,45.2560357,45.33728248
RACEDISPARITY020029,"Cloud County, KS",20029,40.08351763,41.98592863,47.18470752,42.50417362,46.7531364,38.9337112,27.22559,34.95693606
RACEDISPARITY028027,"Coahoma County, MS",28027,37.297495,41.19224552,38.18540088,36.53421209,39.1494878,40.36819191,41.71078496,42.24143223
RACEDISPARITY040029,"Coal County, OK",40029,16.66842124,13.39411588,14.69277674,16.79532164,23.92987836,22.79015203,16.94841655,6.899077934
RACEDISPARITY013067,"Cobb County, GA",13067,39.68333442,40.79241501,40.4406816,40.56893572,40.45786297,40.10401455,39.04874851,39.10860357
RACEDISPARITY004003,"Cochise County, AZ",4003,34.77506637,37.43938175,36.12687469,36.90590104,36.61366142,37.5673349,36.26861155,35.15446019
RACEDISPARITY048079,"Cochran County, TX",48079,0,0,0,0,0,0,0,
RACEDISPARITY047029,"Cocke County, TN",47029,36.16742107,32.46652325,27.21615032,30.69557298,27.43320254,25.52079024,30.8199371,28.29750963
RACEDISPARITY004005,"Coconino County, AZ",4005,31.39199407,31.42361511,31.95281716,27.84296565,27.85832144,25.57516639,25.3934255,25.98478799
RACEDISPARITY046029,"Codington County, SD",46029,19.35868953,40.35291625,30.51669058,35.80771719,30.65871833,27.78891435,32.32170952,24.68038486
