fips,county,gini_index,share_same_house_1_year_ago,share_moved_within_same_county,share_moved_diff_county_same_state,share_moved_diff_state,share_moved_from_abroad,share_drive_commute,share_public_transit_commute,share_bike_commute,share_walk_commute,share_other_commute,share_5min_commute,share_5to10_commute,share_10to14_commute,share_15to19_commute,share_20to24_commute,share_25to29_commute,share_30to34_commute,share_35to39_commute,share_40to44_commute,share_45to59_commute,share_60to89_commute,share_90plus_commute,share_married_with_own_children,share_married_with_no_own_children,share_single_man_with_own_children,share_single_man_with_no_own_children,share_single_woman_with_own_children,share_single_woman_with_no_own_children,median_household_income,total_housing_units,share_vacant,share_owner_occupied,share_renter_occupied,average_household_size,share_sfh_detached,share_sfh_attached,share_duplex,share_3to4_units,share_5to9_units,share_10to19_units,share_20to49_units,share_50plus_units,share_mobile_homes,share_boat_rv_van,median_year_structure_built,median_contract_rent,median_gross_rent,median_utilities,rent_burden,median_property_value,median_real_estate_taxes_paid,median_monthly_housing_costs
37109,"Lincoln County, North Carolina",0.4374,0.87864485,0.059484477,0.032252989,0.027087267,0.002530417,0.946884722,0.002597254,0.000713531,0.00750635,0.008819248,0.032837231,0.081266241,0.118769194,0.117765178,0.109555871,0.057878573,0.155120482,0.041371368,0.055663832,0.140060241,0.065320104,0.024391684,0.308345965,0.485370447,0.026640944,0.020577833,0.097698774,0.061366037,50279,33264,0.112944925,0.768665063,0.231334937,2.59,0.702260702,0.013949014,0.030122655,0.011032949,0.020773208,0.009499759,0.005050505,0,0.207311207,0,1987,485,659,174,30.7,151900,1122,815
37123,"Montgomery County, North Carolina",0.4993,0.904749688,0.049036136,0.03415671,0.010298321,0.001759144,0.958185053,0.003163306,0,0.013839462,0.00958877,0.071371211,0.123168039,0.163722144,0.133005421,0.136318008,0.051094158,0.090343305,0.018570568,0.034932744,0.075888376,0.061232684,0.040353343,0.276776404,0.455534038,0.037688068,0.030239833,0.104126322,0.095635334,32946,15826,0.357639328,0.731261066,0.268738934,2.6,0.589093896,0.003664855,0.014217111,0.013458865,0.005307721,0.002717048,0.006065967,0.001516492,0.362947049,0.001010995,1977,376,524,148,31.9,87800,549,564
37135,"Orange County, North Carolina",0.5204,0.75602557,0.103314064,0.082247507,0.038753288,0.019659571,0.784961984,0.068272467,0.016655241,0.053393369,0.012666708,0.024586753,0.090989296,0.157941172,0.185490986,0.164649676,0.089341301,0.139779934,0.034008623,0.032510446,0.052369617,0.02079137,0.007540825,0.354852199,0.429798321,0.031747563,0.024542443,0.098169771,0.060889704,56055,55315,0.080954533,0.601982808,0.398017192,2.39,0.570206996,0.048576336,0.033336346,0.042267016,0.059730634,0.094802495,0.04937178,0.022127813,0.079399801,0.000180783,1984,720,840,120,32.3,270300,3042,1021
37153,"Richmond County, North Carolina",0.4553,0.87781959,0.088443217,0.019924738,0.010723686,0.003088769,0.959120685,0.003149408,0.001448728,0.009133283,0.004598136,0.052841861,0.163938652,0.239721614,0.177278,0.098917386,0.030609615,0.109743524,0.021265627,0.024229927,0.043368991,0.020556773,0.017528032,0.214737397,0.428420868,0.050939751,0.050588442,0.144563499,0.110750044,31847,20771,0.167493139,0.689856581,0.310143419,2.62,0.655770064,0.008617784,0.026142218,0.027490251,0.017476289,0.001877618,0.005969862,0.002840499,0.253815416,0,1975,361,535,174,29.1,74000,774,566
37163,"Sampson County, North Carolina",0.4559,0.861740852,0.074525832,0.037789769,0.021361517,0.00458203,0.932373669,0.009784076,0.00179937,0.018630979,0.008359574,0.061348983,0.1228524,0.166480059,0.144048492,0.101424655,0.044206787,0.132234277,0.029265279,0.038608548,0.080151346,0.05636848,0.023010695,0.250736377,0.431210113,0.044734904,0.03460972,0.127209131,0.111499755,36832,27188,0.137008975,0.682393556,0.317606444,2.65,0.57650434,0.005737826,0.017213477,0.01853759,0.010445785,0.001728704,0.004707959,0.001728704,0.363027806,0.000367809,1980,354,555,201,28.9,88700,741,614
37171,"Surry County, North Carolina",0.4444,0.903901505,0.063321995,0.022502858,0.00756063,0.002713013,0.94190331,0.00933867,0,0.012896258,0.00698812,0.04762372,0.120040559,0.151604357,0.15713211,0.146501815,0.050338534,0.103947928,0.024662284,0.026232296,0.089850522,0.052595427,0.029470448,0.286719394,0.487553981,0.025425785,0.024843515,0.093405794,0.082051531,36788,33569,0.104173493,0.73443735,0.26556265,2.41,0.657898656,0.011647651,0.013524383,0.023950669,0.025946558,0.006196193,0.004259883,0.003336412,0.251333075,0.001906521,1977,401,537,136,28.4,105000,801,569
37011,"Avery County, North Carolina",0.5222,0.829114999,0.059226544,0.060132495,0.049487571,0.00203839,0.90919794,0.000147167,0.000147167,0.028403238,0.007211185,0.069604485,0.130488944,0.126751791,0.200249144,0.127841794,0.047492993,0.134070383,0.024447213,0.020710059,0.072718779,0.027561507,0.018062909,0.269420073,0.524288466,0.027177402,0.032099294,0.090092018,0.056922748,37985,13813,0.486787809,0.718295951,0.281704049,2.18,0.684355317,0.007891117,0.021067111,0.060595092,0.036052994,0.023456164,0.01585463,0.03301238,0.116918845,0.000796351,1978,582,698,116,33.4,160700,563,630
37021,"Buncombe County, North Carolina",0.4614,0.8353737,0.092803095,0.030142239,0.037464397,0.004216568,0.894060617,0.007602048,0.004956281,0.021274861,0.00869841,0.029477493,0.111728114,0.179651146,0.182417986,0.194926814,0.074782087,0.122998636,0.021205994,0.016127004,0.032998926,0.019551694,0.014134105,0.278802862,0.485027587,0.033530346,0.029748359,0.100509177,0.07238167,44321,112247,0.101009381,0.661952849,0.338047151,2.27,0.627036803,0.036963126,0.023608649,0.035626787,0.045159336,0.025648792,0.023279019,0.020187622,0.161536611,0.000953255,1981,637,763,126,29.7,192200,1299,812
37025,"Cabarrus County, North Carolina",0.4284,0.865268351,0.070174423,0.039644669,0.022468787,0.00244377,0.933797341,0.005079007,0.000815149,0.00910459,0.007624781,0.02882056,0.091064053,0.135553662,0.148272471,0.136419065,0.073847768,0.145741821,0.035075067,0.046443323,0.098288861,0.043860224,0.016613125,0.358435442,0.427549819,0.034230149,0.026403,0.089478045,0.063903545,54280,70936,0.091716477,0.735852864,0.264147136,2.68,0.769806586,0.016183602,0.024909778,0.013180895,0.030844705,0.036004286,0.013378256,0.010178189,0.085513702,0,1990,609,767,158,29,168200,1455,985
37033,"Caswell County, North Carolina",0.4122,0.850300669,0.060980774,0.062505293,0.024519353,0.00169391,0.952436602,0,0,0.015659694,0.009699661,0.046611689,0.057726784,0.064778296,0.112226605,0.119636668,0.095733238,0.183578343,0.046014103,0.05916099,0.135651966,0.055694992,0.023186327,0.195903105,0.521216062,0.026824907,0.032027313,0.125833198,0.098195415,37926,10575,0.178250591,0.753739931,0.246260069,2.54,0.665059102,0.004255319,0.004066194,0.01607565,0.005295508,0.002553191,0.004066194,0.000283688,0.298345154,0,1979,366,600,234,37.6,100900,737,634
37059,"Davie County, North Carolina",0.435,0.913246062,0.035524986,0.026477332,0.023864113,0.000887508,0.922196668,0.002524261,0,0.016379649,0.006955741,0.02550145,0.106561742,0.124608011,0.179516005,0.168747411,0.085379563,0.143896811,0.042009349,0.026448139,0.049878705,0.03200994,0.015442873,0.314788196,0.50164877,0.020207999,0.024520166,0.075589752,0.063245117,50562,18120,0.116997792,0.836375,0.163625,2.54,0.749282561,0.019205298,0.001986755,0.013189845,0.01799117,0.004028698,0.003256071,0.00794702,0.182450331,0.000662252,1987,544,685,141,25.1,162000,1130,806
37057,"Davidson County, North Carolina",0.4291,0.870092786,0.080583586,0.034459058,0.013658659,0.001205911,0.96251317,0.001857705,0.000734764,0.008775578,0.006072201,0.028633676,0.098138245,0.163455281,0.167515491,0.167034491,0.083750672,0.132147809,0.031180149,0.033259769,0.050660668,0.03132162,0.012902131,0.297606886,0.471363053,0.0343426,0.031343056,0.087334536,0.078009868,44728,72164,0.098553295,0.733397897,0.266602103,2.46,0.725985256,0.017460229,0.029252813,0.025345047,0.020148551,0.014536334,0.00927055,0.003242614,0.154758605,0,1982,445,627,182,27.6,130200,915,728
37061,"Duplin County, North Carolina",0.4437,0.855910419,0.083101518,0.044033241,0.013187084,0.003767738,0.937713382,0.00283121,0.005246065,0.026063785,0.004788076,0.053459522,0.150274971,0.156882807,0.137485612,0.129044635,0.060024726,0.122138381,0.026601867,0.028392378,0.060323144,0.057168436,0.018203521,0.27047619,0.43675485,0.056155203,0.03308642,0.114074074,0.089453263,34264,25395,0.151604647,0.690508239,0.309491761,2.63,0.601614491,0.005512896,0.0163418,0.017956291,0.007088009,0.003740894,0.014569797,0.002441425,0.327859815,0.002874582,1981,368,556,188,27.1,86300,689,572
37063,"Durham County, North Carolina",0.4606,0.762820167,0.12315603,0.048861842,0.053090937,0.012071024,0.882727258,0.033264977,0.006050312,0.025430097,0.01073089,0.023059581,0.097874565,0.178039895,0.211318227,0.178113411,0.066148241,0.119194262,0.023157602,0.025967555,0.039208639,0.0235987,0.014319322,0.283940358,0.381179348,0.035731644,0.036264718,0.164672865,0.098211066,50078,119137,0.100615258,0.553933738,0.446066262,2.34,0.565928301,0.063506719,0.039668617,0.041028396,0.074838211,0.107313429,0.05792491,0.033667123,0.0161159,8.39E-06,1986,686,817,131,30.6,178400,2090,985
37091,"Hertford County, North Carolina",0.4843,0.826008006,0.07333581,0.043291651,0.055094713,0.00226982,0.948172523,0.001997885,0.003878247,0.017980961,0.015395464,0.082480362,0.13246846,0.150797429,0.138181385,0.155201143,0.073077839,0.096405618,0.019281124,0.016662699,0.056891216,0.040823613,0.037729112,0.175136426,0.40228513,0.023021828,0.054570259,0.164392906,0.180593452,31969,10572,0.149262202,0.642428286,0.357571714,2.51,0.690881574,0.009458948,0.04748392,0.019485433,0.015418086,0.00368899,0.010121075,0.000378358,0.203083617,0,1974,386,601,215,30.6,83400,841,634
37105,"Lee County, North Carolina",0.4202,0.870342692,0.075442155,0.028753425,0.023326572,0.002135155,0.941930077,0.002195083,0.00131705,0.010137292,0.020035121,0.04070362,0.10366128,0.167232563,0.203231745,0.12836981,0.047944365,0.109797505,0.022949478,0.031458376,0.089016159,0.044344447,0.011290652,0.276435965,0.439956701,0.028685475,0.044584264,0.140856505,0.069481091,44836,23940,0.119924812,0.68755043,0.31244957,2.66,0.665413534,0.023224728,0.034294069,0.027234754,0.047117794,0.01374269,0.008604845,0.008061821,0.172305764,0,1983,505,677,172,27,135500,1248,741
37129,"New Hanover County, North Carolina",0.4903,0.787498989,0.116839913,0.054516866,0.038227026,0.002917206,0.912263957,0.007768883,0.008754105,0.016061166,0.009082512,0.028886187,0.112274209,0.206711063,0.21936289,0.18388183,0.052231821,0.103247948,0.009714796,0.01407193,0.032189003,0.0230444,0.014383923,0.271650392,0.475128061,0.032095406,0.026112534,0.118476869,0.076536738,48893,100582,0.156658249,0.600129679,0.399870321,2.3,0.621244358,0.066731622,0.039907737,0.036179436,0.060527729,0.075212265,0.031387326,0.022906683,0.045902845,0,1988,729,863,134,33,227500,1446,1016
37141,"Pender County, North Carolina",0.4428,0.874815645,0.047981437,0.055512949,0.019290897,0.002399072,0.935317299,0.001404176,0.001630656,0.006749105,0.00851565,0.035671876,0.080416093,0.099558258,0.111955541,0.128390253,0.095710825,0.204436422,0.047641666,0.052391583,0.085071011,0.039661806,0.019094666,0.258273483,0.499647937,0.060414026,0.027812984,0.086818758,0.067032812,44568,26445,0.238873133,0.785423291,0.214576709,2.49,0.630327094,0.011722443,0.01868028,0.007525052,0.007978824,0.021440726,0.010058612,0.000189072,0.289998109,0.002079788,1990,586,754,168,30.5,152000,1020,843
37191,"Wayne County, North Carolina",0.4346,0.831775857,0.098798041,0.033467627,0.027491265,0.008467209,0.950154589,0.00480733,0.00314833,0.012876103,0.004241762,0.047515948,0.119041175,0.179934274,0.198878794,0.153837232,0.061840325,0.097525614,0.014363039,0.016760101,0.050164315,0.039841485,0.0202977,0.278284132,0.419728124,0.031138209,0.027218714,0.148194233,0.095436588,41751,52690,0.1074777,0.630191167,0.369808833,2.5,0.587682672,0.038925792,0.030461188,0.036325678,0.033573733,0.004972481,0.009261719,0.006452837,0.252211046,0.000132853,1983,438,646,208,28.8,107200,904,717
37165,"Scotland County, North Carolina",0.4767,0.875122717,0.06350453,0.035679224,0.024291044,0.001402485,0.944161999,0.002498923,0.000947867,0.012149935,0.011719087,0.032375377,0.12896931,0.222192656,0.231772219,0.120542842,0.036012063,0.093134646,0.02900479,0.018893028,0.042487139,0.031222281,0.013393649,0.211499889,0.388232672,0.031535547,0.044238912,0.189324716,0.135168264,30465,15211,0.140424693,0.661950287,0.338049713,2.66,0.589639077,0.01005851,0.024784695,0.034514496,0.027677339,0.01249096,0.014331734,0.005653803,0.280849385,0,1979,385,621,236,32.9,75600,783,674
37189,"Watauga County, North Carolina",0.5134,0.715447967,0.126254348,0.118358454,0.03292288,0.007016351,0.862691106,0.007397666,0.006164721,0.065428243,0.003493342,0.050613097,0.203191582,0.188146795,0.175450039,0.14757805,0.050526133,0.08900774,0.01278372,0.021871467,0.033089834,0.018045047,0.009696495,0.277978339,0.546299639,0.01534296,0.021119134,0.078249097,0.06101083,34497,31536,0.345034247,0.547373517,0.452626483,2.15,0.629090563,0.015157281,0.04575723,0.050418569,0.067383308,0.058441147,0.039510401,0.007451801,0.086789701,0,1982,636,751,115,50,234300,938,796
37083,"Halifax County, North Carolina",0.4676,0.861538746,0.096638267,0.02923728,0.011846458,0.000739249,0.951959933,0.002964174,0.000613277,0.012469975,0.009761333,0.055613632,0.170342881,0.177033243,0.155969057,0.094030943,0.044219109,0.13056659,0.024148024,0.02461844,0.075789254,0.031674681,0.015994146,0.205255682,0.422514205,0.018394886,0.041903409,0.164914773,0.147017045,31370,25811,0.166363178,0.625784264,0.374215736,2.48,0.667273643,0.014761148,0.036263609,0.016272132,0.015845957,0.013211421,0.006082678,0.00476541,0.225524001,0,1975,382,619,237,35.5,86300,874,648
37001,"Alamance County, North Carolina",0.4397,0.840263472,0.092547165,0.036667841,0.026374282,0.004147241,0.938678771,0.002915954,0.000976773,0.014091386,0.007024146,0.026353053,0.115756681,0.182548555,0.192311705,0.130617538,0.055046282,0.121614572,0.032374905,0.029557752,0.062841897,0.036101298,0.014875762,0.280061183,0.431218237,0.035525731,0.032269206,0.129866285,0.091059358,44430,66055,0.092453259,0.686094615,0.313905385,2.42,0.65928393,0.020074181,0.023495572,0.033729468,0.048232533,0.034637802,0.01760654,0.012171675,0.150526077,0.000242222,1983,544,728,184,29.4,136000,995,801
37177,"Tyrrell County, North Carolina",0.3938,0.830418776,0.053842614,0.103773585,0.011965025,0,0.903309539,0,0,0.068786502,0.001946788,0.115922718,0.151898734,0.07928048,0.142571619,0.047968021,0.018654231,0.075949367,0,0.012658228,0.150566289,0.171219187,0.033311126,0.142857143,0.578313253,0.059380379,0.051635112,0.056798623,0.111015491,34071,2184,0.261904762,0.818238213,0.181761787,2.33,0.642399267,0.005952381,0.052655678,0.016941392,0,0,0,0,0.282051282,0,1976,303,433,130,22.3,109600,787,590
38089,"Stark County, North Dakota",0.421,0.842453626,0.069477234,0.033052277,0.047976391,0.007040472,0.906226098,0.000305951,0.001835704,0.026158788,0.007572281,0.087277746,0.359584314,0.22521718,0.133636437,0.05861817,0.01916051,0.039944792,0.005277259,0.004708939,0.013558496,0.024194203,0.028821953,0.329520526,0.519272955,0.033375118,0.018646192,0.064556565,0.034628643,54269,10638,0.079432224,0.718472378,0.281527622,2.35,0.673904869,0.044745253,0.018142508,0.047095319,0.030644858,0.037977063,0.064673811,0.015510434,0.066835871,0.000470013,1974,522,611,89,23.7,130000,1696,676
38103,"Wells County, North Dakota",0.4516,0.875236742,0.051373106,0.020123106,0.052083333,0.001183712,0.791646192,0,0.004422604,0.076658477,0.005405405,0.2115277,0.297146055,0.127028539,0.119753777,0.078343593,0.020145495,0.086177952,0.002238388,0.000559597,0.034135422,0.019026301,0.00391718,0.28257329,0.588762215,0.010586319,0.018729642,0.045602606,0.053745928,42035,2482,0.181305399,0.73523622,0.26476378,2.03,0.850926672,0.006043513,0.010878324,0.029814666,0.033843674,0.00886382,0.007252216,0,0.052377115,0,1964,339,431,92,22.5,55600,925,457
38013,"Burke County, North Dakota",0.4544,0.910548087,0.034126163,0.017063082,0.038262668,0,0.816901408,0.002012072,0.002012072,0.098591549,0.011066398,0.248648649,0.156756757,0.086486486,0.084324324,0.111351351,0.024864865,0.139459459,0.032432432,0.011891892,0.059459459,0.035675676,0.008648649,0.321367521,0.565811966,0.018803419,0.041025641,0.015384615,0.037606838,54402,1229,0.195280716,0.804853387,0.195146613,1.97,0.876322213,0.003254679,0,0.033360456,0.009764036,0,0,0,0.077298617,0,1962,325,455,130,23.1,54000,399,399
38061,"Mountrail County, North Dakota",0.4459,0.86360558,0.06067994,0.042665583,0.030746309,0.002302587,0.839879154,0.002471848,0.001098599,0.042570722,0.011260643,0.21150903,0.263544536,0.142944597,0.129782675,0.063360882,0.02265075,0.07560453,0.007040098,0.012243649,0.04285277,0.014692378,0.013774105,0.302475248,0.447029703,0.034653465,0.022772277,0.115346535,0.077722772,56593,4041,0.286067805,0.737608319,0.262391681,2.53,0.645632269,0.002474635,0.000989854,0.036377134,0.028458302,0.018064835,0.005939124,0.008908686,0.25315516,0,1966,385,536,151,21.5,75400,855,517
38105,"Williams County, North Dakota",0.4083,0.830608664,0.085665466,0.029186294,0.051306918,0.003232659,0.901989927,0.001321113,0.002311948,0.022293783,0.018495583,0.12118304,0.341563427,0.228930379,0.108881522,0.044058629,0.017361717,0.035770372,0.00436224,0.010818356,0.025911708,0.035770372,0.025388239,0.296230094,0.532499188,0.041923952,0.031361716,0.065160871,0.032824179,62082,10347,0.103798202,0.707753694,0.292246306,2.31,0.647047453,0.048516478,0.009278052,0.030057021,0.044940562,0.052382333,0.040881415,0.007538417,0.118585097,0.000773171,1972,489,565,76,18.3,110000,1466,625
38007,"Billings County, North Dakota",0.4852,0.91619479,0.016987542,0.011325028,0.055492639,0,0.574669187,0.005671078,0.009451796,0.137996219,0,0.192207792,0.083116883,0.14025974,0.096103896,0.080519481,0.046753247,0.132467532,0.01038961,0.033766234,0.103896104,0.051948052,0.028571429,0.283261803,0.575107296,0,0.08583691,0,0.055793991,53846,504,0.277777778,0.857142857,0.142857143,2.36,0.755952381,0,0.005952381,0.05952381,0.023809524,0,0,0,0.154761905,0,1973,379,488,109,12.9,77100,449,433
38043,"Kidder County, North Dakota",0.4631,0.911550889,0.025444265,0.031502423,0.031502423,0,0.666129032,0.000806452,0,0.083064516,0.000806452,0.179377014,0.205155747,0.109559613,0.113856069,0.080558539,0.02792696,0.037593985,0.012889366,0.01396348,0.099892589,0.096670247,0.022556391,0.24967825,0.638352638,0.027027027,0.021879022,0.046332046,0.016731017,37105,1669,0.309766327,0.772569444,0.227430556,2.15,0.753744757,0.013181546,0.004793289,0.012582385,0.028160575,0,0.014379868,0,0.173157579,0,1969,326,466,140,27.4,61000,567,440
38019,"Cavalier County, North Dakota",0.4222,0.922009086,0.047955578,0.01590106,0.013377082,0.000757193,0.857065512,0.001624256,0.003248511,0.062263129,0.009745533,0.193043478,0.371014493,0.148985507,0.091014493,0.062028986,0.027246377,0.066666667,0.00173913,0.008695652,0.016811594,0.011014493,0.00173913,0.270358306,0.645765472,0.016286645,0.019543974,0.033387622,0.01465798,49293,2385,0.281761006,0.840630473,0.159369527,2.27,0.831446541,0.005031447,0.019287212,0.059119497,0.01509434,0.027253669,0,0,0.042767296,0,1969,310,365,55,20.2,70800,952,455
38037,"Grant County, North Dakota",0.5,0.92218543,0.028145695,0.032698675,0.016970199,0,0.697947214,0.002199413,0.005865103,0.076246334,0.009530792,0.143518519,0.275,0.099074074,0.069444444,0.069444444,0.041666667,0.05462963,0.021296296,0.033333333,0.075,0.080555556,0.037037037,0.283967391,0.631793478,0.016304348,0.024456522,0.020380435,0.023097826,41821,1705,0.31085044,0.793191489,0.206808511,2.02,0.813489736,0.007038123,0.001759531,0.024633431,0.04516129,0.004105572,0.003519062,0,0.099120235,0.001173021,1959,328,418,90,23.2,61700,729,435
38049,"McHenry County, North Dakota",0.4158,0.911923866,0.029856316,0.037880202,0.019966412,0.000373204,0.835579515,0.008471313,0.001925298,0.026569118,0.02425876,0.121082009,0.17947617,0.056676685,0.046801202,0.103048519,0.053671103,0.163589523,0.034349506,0.04765994,0.08802061,0.046801202,0.058823529,0.274245344,0.551701991,0.028901734,0.031470777,0.068721901,0.044958253,41989,2939,0.144266757,0.773359841,0.226640159,2.11,0.826471589,0.003062266,0.002041511,0.024157877,0.025178632,0.020415107,0.001020755,0,0.097652263,0,1959,393,459,66,21.3,68800,683,489
38091,"Steele County, North Dakota",0.4363,0.909278351,0.030412371,0.035051546,0.024742268,0.000515464,0.819587629,0,0.012371134,0.089690722,0.009278351,0.176079734,0.23145072,0.15393134,0.087486157,0.131782946,0.014396456,0.044296788,0.008859358,0.03654485,0.044296788,0.046511628,0.024363234,0.280821918,0.595890411,0.008561644,0.018835616,0.08390411,0.011986301,49485,1163,0.28116939,0.814593301,0.185406699,2.35,0.838349097,0.009458298,0.008598452,0.024935512,0.008598452,0.025795357,0,0,0.084264832,0,1952,346,415,69,20.3,65500,835,458
38005,"Benson County, North Dakota",0.4904,0.944003662,0.038754959,0.012358865,0.004424779,0.000457736,0.78818328,0.016881029,0.001205788,0.088022508,0.012861736,0.14798405,0.180327869,0.221976074,0.140894993,0.093929996,0.035888347,0.096588392,0.022596367,0.020381037,0.021267169,0.011962782,0.006202924,0.204314721,0.398477157,0.06535533,0.054568528,0.135152284,0.14213198,32149,2964,0.224021592,0.635652174,0.364347826,2.88,0.770242915,0.00168691,0.038461538,0.02294197,0.032388664,0.021929825,0.01585695,0.002024291,0.094466937,0,1970,183,362,179,22.6,52800,514,395
38045,"LaMoure County, North Dakota",0.4465,0.921814672,0.042471042,0.019787645,0.015685328,0.000241313,0.764902241,0,0.010491178,0.079160706,0.01096805,0.201652893,0.269972452,0.098071625,0.085399449,0.095867769,0.033608815,0.072727273,0.019834711,0.033057851,0.055647383,0.015977961,0.018181818,0.294117647,0.607843137,0.022058824,0.017973856,0.026960784,0.031045752,49922,2242,0.142283675,0.826313053,0.173686947,2.13,0.838537021,0.002676182,0.012488849,0.037020517,0.043710972,0.007136485,0.001784121,0.003568243,0.053077609,0,1965,323,425,102,22.6,70500,821,449
38059,"Morton County, North Dakota",0.3989,0.870056497,0.052156995,0.043775957,0.031466307,0.002544244,0.919732888,0.001869783,0.00327212,0.021836394,0.006477462,0.045607398,0.118747373,0.211363318,0.247162673,0.154967073,0.032576713,0.059899117,0.017304189,0.015272523,0.035449068,0.042314698,0.019335855,0.327065144,0.495768972,0.03384822,0.029550034,0.076964406,0.036803224,55196,11972,0.088038757,0.781828174,0.218171826,2.43,0.674657534,0.032743067,0.035332442,0.038339459,0.05011694,0.02931841,0.012028065,0.006264617,0.121032409,0.000167056,1975,485,537,52,25.4,120400,2079,736
38025,"Dunn County, North Dakota",0.4394,0.889614075,0.040578888,0.046254257,0.015323496,0.008229285,0.739037433,0.005347594,0.002139037,0.062032086,0.011229947,0.175472929,0.161774299,0.076320939,0.091976517,0.130463144,0.048923679,0.137638617,0.020221787,0.031311155,0.050880626,0.052185258,0.02283105,0.294885745,0.572361262,0.032644178,0.020674646,0.021762786,0.057671382,52861,2107,0.355007119,0.849889625,0.150110375,2.55,0.706217371,0,0,0.008542952,0.008542952,0.014712862,0.009492169,0.001898434,0.250593261,0,1971,300,432,132,15.6,81000,677,431
38051,"McIntosh County, North Dakota",0.4545,0.93951185,0.044570216,0.012734347,0.001414927,0.001768659,0.685778109,0.002233805,0.005212211,0.134028295,0.014147431,0.281415929,0.33539823,0.114159292,0.088495575,0.054867257,0.011504425,0.063716814,0.001769912,0,0.018584071,0.02300885,0.007079646,0.259803922,0.645833333,0.039215686,0.012254902,0.026960784,0.015931373,35757,1919,0.322042731,0.863950807,0.136049193,2.08,0.883793643,0.007295466,0.001563314,0.031266285,0.0109432,0.014069828,0.003647733,0,0.047420532,0,1956,300,397,97,21.3,49700,705,385
38063,"Nelson County, North Dakota",0.4318,0.921348315,0.029213483,0.016693419,0.032744783,0,0.797931034,0,0.004827586,0.05862069,0.003448276,0.150717703,0.166666667,0.12599681,0.115629984,0.127591707,0.023923445,0.094098884,0.00877193,0.041467305,0.102870813,0.035885167,0.006379585,0.233091787,0.592995169,0.015700483,0.026570048,0.076086957,0.055555556,41961,1936,0.25464876,0.812196812,0.187803188,2.08,0.850206612,0,0.006714876,0.046487603,0.051652893,0.012913223,0.00464876,0,0.027376033,0,1960,295,376,81,23.2,51100,577,416
38079,"Rolette County, North Dakota",0.5013,0.937970887,0.037232097,0.009362885,0.011996196,0.003437934,0.891574279,0,0,0.018403548,0.005543237,0.167110681,0.191813999,0.221845483,0.148219908,0.119157181,0.047469121,0.025672076,0.009929765,0.019617341,0.013804795,0.009929765,0.025429886,0.223821188,0.370483772,0.066442131,0.026944274,0.245560318,0.066748316,27662,5340,0.135018727,0.719852782,0.280147218,2.96,0.68988764,0.007677903,0.012921348,0.019475655,0.017228464,0.012921348,0.016292135,0.009737828,0.212921348,0.00093633,1975,183,337,154,30.9,61200,840,375
38099,"Walsh County, North Dakota",0.4245,0.907393983,0.049111997,0.029630301,0.013138818,0.0007249,0.879197015,0.000888257,0.001954166,0.046189376,0.002131817,0.143402711,0.245178537,0.179683025,0.101202979,0.105785755,0.037426007,0.078861944,0.014130227,0.016803513,0.037616956,0.033225129,0.006683216,0.287483266,0.563922356,0.028447122,0.02978581,0.058232932,0.032128514,46453,5509,0.124160465,0.74984456,0.25015544,2.23,0.747322563,0.021056453,0.027772736,0.044472681,0.043746596,0.016336903,0.022327101,0,0.076964966,0,1964,389,465,76,22.7,66000,904,506
38009,"Bottineau County, North Dakota",0.4692,0.922943313,0.018948366,0.034580767,0.019579978,0.003947576,0.840502978,0,0.00794176,0.048974189,0.00694904,0.1489206,0.266373948,0.109037688,0.09147457,0.079034029,0.035492133,0.109769484,0.010245152,0.018660812,0.032564947,0.053421149,0.045005488,0.282446809,0.581914894,0.013829787,0.042553191,0.053191489,0.02606383,44399,4335,0.308189158,0.803267756,0.196732244,2.04,0.874048443,0.001845444,0.006920415,0.019838524,0.011303345,0.01799308,0.007381776,0.001153403,0.059515571,0,1965,403,511,108,26,70000,760,500
38003,"Barnes County, North Dakota",0.4736,0.898153227,0.05640885,0.0224904,0.018193454,0.004754068,0.849019954,0,0.010418506,0.061098358,0.008476073,0.175251853,0.337768485,0.144649306,0.095229044,0.053601977,0.033453716,0.06063486,0.004751948,0.010454286,0.030792625,0.039916366,0.013495533,0.29468599,0.56763285,0.022774327,0.019668737,0.071428571,0.023809524,43730,5679,0.16217644,0.700714586,0.299285414,2.2,0.697658038,0.013030463,0.017960909,0.062511005,0.048424018,0.046839232,0.056347949,0.008100018,0.049128368,0,1963,399,462,63,24.2,84000,1344,497
38035,"Grand Forks County, North Dakota",0.4707,0.759276706,0.124783468,0.029995441,0.072815682,0.013128704,0.885439724,0.015737192,0.00879987,0.042568698,0.010446472,0.088269096,0.248941836,0.299257183,0.180770848,0.067694464,0.024667134,0.041822004,0.007932726,0.01076384,0.015052558,0.009670638,0.005157673,0.342837746,0.469110659,0.0233537,0.023693143,0.099117447,0.041887305,46050,29215,0.084032175,0.545702541,0.454297459,2.33,0.460893377,0.098956016,0.038131097,0.038062639,0.038507616,0.096594215,0.118603457,0.058565805,0.051685778,0,1974,587,649,62,30.5,143700,2565,750
