fips,county,gini_index,share_same_house_1_year_ago,share_moved_within_same_county,share_moved_diff_county_same_state,share_moved_diff_state,share_moved_from_abroad,share_drive_commute,share_public_transit_commute,share_bike_commute,share_walk_commute,share_other_commute,share_5min_commute,share_5to10_commute,share_10to14_commute,share_15to19_commute,share_20to24_commute,share_25to29_commute,share_30to34_commute,share_35to39_commute,share_40to44_commute,share_45to59_commute,share_60to89_commute,share_90plus_commute,share_married_with_own_children,share_married_with_no_own_children,share_single_man_with_own_children,share_single_man_with_no_own_children,share_single_woman_with_own_children,share_single_woman_with_no_own_children,median_household_income,total_housing_units,share_vacant,share_owner_occupied,share_renter_occupied,average_household_size,share_sfh_detached,share_sfh_attached,share_duplex,share_3to4_units,share_5to9_units,share_10to19_units,share_20to49_units,share_50plus_units,share_mobile_homes,share_boat_rv_van,median_year_structure_built,median_contract_rent,median_gross_rent,median_utilities,rent_burden,median_property_value,median_real_estate_taxes_paid,median_monthly_housing_costs
56043,"Washakie County, Wyoming",0.4704,0.87250996,0.078111795,0.027405529,0.020041048,0.001931667,0.836699507,0.002463054,0.00862069,0.071428571,0.00862069,0.209185028,0.396336607,0.210246881,0.056809132,0.024688081,0.00822936,0.022298912,0.008760287,0.009291213,0.016724184,0.015927794,0.021502522,0.345036844,0.510619853,0.042045947,0.023840485,0.044646727,0.033810143,50177,3818,0.092718701,0.72113164,0.27886836,2.37,0.808014667,0.007333683,0.014667365,0.058407543,0,0,0.004452593,0.002619172,0.104504976,0,1967,398,522,124,18.1,148400,841,616
56017,"Hot Springs County, Wyoming",0.3975,0.740993392,0.134086549,0.018119804,0.09422298,0.012577276,0.885377358,0.000943396,0.000471698,0.083962264,0.002830189,0.147286822,0.35998062,0.134205426,0.083333333,0.080426357,0.018895349,0.050872093,0.021802326,0.037306202,0.006782946,0.036821705,0.022286822,0.252994012,0.601796407,0.000748503,0.035928144,0.059131737,0.049401198,43063,2527,0.169766522,0.659675882,0.340324118,2.19,0.693707954,0.007518797,0.036406806,0.019786308,0.056984567,0,0.016620499,0.006331619,0.162643451,0,1970,468,503,35,25.2,136000,777,496
56013,"Fremont County, Wyoming",0.421,0.845606372,0.093859198,0.021402878,0.038001028,0.001130524,0.865822648,0.012930801,0.006492453,0.041930423,0.012660282,0.092049968,0.263139716,0.226066433,0.108802026,0.083184618,0.031374129,0.079442749,0.010477232,0.012319383,0.030050083,0.029013874,0.034079788,0.270581517,0.491767393,0.050537737,0.027981346,0.093366327,0.06576568,48788,17666,0.117061021,0.717335556,0.282664444,2.48,0.695007359,0.025642477,0.015566625,0.017887467,0.039058078,0.015679837,0.009339975,0.005717197,0.175251896,0.000849089,1976,478,623,145,23.6,166500,1131,670
56035,"Sublette County, Wyoming",0.3516,0.804134367,0.035245478,0.040206718,0.114418605,0.005994832,0.8459475,0.009580379,0.005748228,0.056907454,0.004023759,0.160814461,0.201745273,0.092873468,0.108664035,0.069395387,0.035736547,0.061500104,0.019530438,0.034074382,0.104716393,0.071057552,0.039891959,0.443524096,0.412274096,0.043674699,0.037650602,0.041039157,0.021837349,79250,5574,0.360602799,0.733445567,0.266554433,2.68,0.795299605,0.019016864,0.01022605,0.017402225,0.003588088,0.00287047,0.003946896,0,0.145317546,0.002332257,1984,865,1017,152,22.7,287100,1303,994
56045,"Weston County, Wyoming",0.3903,0.853238434,0.032597865,0.056512456,0.057081851,0.000569395,0.816730875,0.078701156,0,0.023115025,0.01210787,0.166469545,0.196629213,0.148728563,0.054405677,0.052040213,0.010053223,0.043465405,0.015375517,0.020402129,0.066824364,0.145180367,0.080425784,0.260162602,0.584349593,0.043699187,0.010670732,0.057926829,0.043191057,55156,3506,0.160296634,0.782608696,0.217391304,2.31,0.67826583,0.023388477,0.020250998,0.023388477,0.014261266,0.007701084,0.004848831,0.00427838,0.223616657,0,1973,443,599,156,17.5,139800,611,582
36049,"Lewis County, New York",0.3925,0.92726865,0.042084019,0.018388399,0.007624458,0.004634475,0.889869693,0.003530895,0.000588483,0.053972257,0.005380412,0.104938272,0.145502646,0.153968254,0.151146384,0.101499118,0.05,0.079982363,0.031040564,0.039770723,0.076984127,0.037477954,0.027689594,0.32226776,0.499180328,0.027868852,0.033606557,0.079918033,0.03715847,44281,15155,0.300428901,0.774099227,0.225900773,2.52,0.771494556,0.007852194,0.043418014,0.023160673,0.014846585,0.006928406,0.009039921,0.006400528,0.116133289,0.000725833,1960,470,627,157,28.8,103900,1758,671
36119,"Westchester County, New York",0.5364,0.89950266,0.062094531,0.020043708,0.01066846,0.007690641,0.677396923,0.203932069,0.001271104,0.051799188,0.018145407,0.023185424,0.080369184,0.119352079,0.124334266,0.120631994,0.053991083,0.128949071,0.028890527,0.046330555,0.096190357,0.13060585,0.04716961,0.359119194,0.395294266,0.020696013,0.036036791,0.104900585,0.083953152,80725,369753,0.064488997,0.62087318,0.37912682,2.66,0.452577802,0.053946824,0.085570638,0.084983759,0.054027959,0.041581813,0.073616712,0.152564009,0.000895192,0.000235292,1955,1148,1252,104,32.3,547000,9647,1708
36025,"Delaware County, New York",0.4115,0.875710958,0.060402544,0.048397591,0.014334586,0.001154322,0.845890246,0.012355809,0.000965298,0.062165162,0.005646991,0.100171812,0.17946582,0.149893268,0.122142969,0.115010153,0.045972822,0.109647524,0.023012443,0.032592284,0.059561618,0.038735878,0.023793409,0.253557266,0.506414742,0.042142913,0.03825519,0.087629267,0.072000622,43554,31092,0.351054934,0.758338702,0.241661298,2.29,0.735494661,0.011964492,0.042293838,0.047793645,0.017689438,0.00701145,0.008008491,9.65E-05,0.129647498,0,1960,485,616,131,26.4,133000,2162,674
36057,"Montgomery County, New York",0.4251,0.862684878,0.075244484,0.050250546,0.007536572,0.004283521,0.89702464,0.011668991,0.00055788,0.029009763,0.023012552,0.085553997,0.161145234,0.14349277,0.101562122,0.117666973,0.052231949,0.102335929,0.031967887,0.040721575,0.097064371,0.04628331,0.019973884,0.260940919,0.463894967,0.048843389,0.036964676,0.118552673,0.070803376,43254,23023,0.128740824,0.684381076,0.315618924,2.44,0.561264822,0.014767841,0.196195109,0.081005951,0.027190201,0.011466794,0.018416366,0.013812275,0.075880641,0,1945,494,690,196,30.9,99500,2752,778
36085,"Richmond County, New York",0.4282,0.933735371,0.037681846,0.018410943,0.007644081,0.002527759,0.638511934,0.302786433,0.001481569,0.02641229,0.008554707,0.010405654,0.050694214,0.08072311,0.100744052,0.105808439,0.034076379,0.124857784,0.019557797,0.046873269,0.104413971,0.204996929,0.116848401,0.358451158,0.392032243,0.022224217,0.041690803,0.094134732,0.091466847,72752,176225,0.070807207,0.698394474,0.301605526,2.78,0.331269684,0.256229252,0.235568166,0.043648745,0.016825082,0.015338346,0.022335083,0.07577245,0.002689743,0.00032345,1971,984,1143,159,32.4,456100,3012,1562
36089,"St. Lawrence County, New York",0.4231,0.816033641,0.109956593,0.04688913,0.022779888,0.004340749,0.844944963,0.002342956,0.004376464,0.08392644,0.012399982,0.086805475,0.198932127,0.171116137,0.135419338,0.113688825,0.045955839,0.089370235,0.02093777,0.025904078,0.061507613,0.026277134,0.02408543,0.267435953,0.472240366,0.054612091,0.025654982,0.11713477,0.062921838,43390,52006,0.195765873,0.715289898,0.284710102,2.36,0.699823097,0.009268161,0.049417375,0.043533438,0.024958659,0.016286582,0.011460216,0.019228551,0.125870092,0.000153828,1958,482,634,152,31.3,80900,1759,702
36109,"Tompkins County, New York",0.4769,0.726433711,0.12461379,0.058175693,0.065680627,0.025096179,0.686168033,0.064385246,0.011209016,0.160553279,0.007766393,0.038975059,0.154446109,0.200207103,0.195514233,0.173041333,0.060698863,0.089847537,0.008019741,0.016744514,0.032233189,0.021084868,0.00918745,0.317602808,0.49669007,0.024774323,0.020511535,0.091323972,0.049097292,49789,41528,0.072168176,0.552931406,0.447068594,2.27,0.497760547,0.030581776,0.087194182,0.085917935,0.088952032,0.03990079,0.030172414,0.048184358,0.091335966,0,1969,776,888,112,34.1,165900,3918,963
36113,"Warren County, New York",0.4273,0.88049841,0.064375374,0.032663973,0.019466253,0.00299599,0.902029727,0.006648554,0.002940706,0.033594374,0.013041394,0.064078188,0.164515161,0.208078989,0.160045365,0.1098102,0.047800127,0.085359752,0.018779813,0.024317022,0.056606291,0.038493612,0.022115481,0.268254055,0.513461854,0.038665283,0.031019606,0.081972585,0.066626618,53877,38572,0.263922016,0.693610876,0.306389124,2.26,0.694623043,0.027195893,0.066473089,0.053821425,0.044980815,0.013870165,0.014051644,0.020092295,0.064891631,0,1970,662,804,142,30.3,190800,2597,925
36023,"Cortland County, New York",0.4249,0.83521348,0.094571714,0.05493564,0.011301279,0.003977887,0.876519688,0.006078752,0.004173471,0.06237525,0.007303575,0.049184216,0.192420793,0.175109087,0.143616012,0.097419844,0.057247202,0.110652628,0.024520964,0.044204136,0.0651679,0.02902675,0.011430469,0.303612254,0.462277092,0.030818473,0.033196159,0.099497028,0.070598994,45956,20517,0.12682166,0.662126709,0.337873291,2.56,0.597504508,0.010771555,0.102695326,0.08422284,0.04951991,0.026222157,0.012672418,0.018131306,0.097772579,0.000487401,1953,520,668,148,28.2,98400,2923,764
36027,"Dutchess County, New York",0.4228,0.870981124,0.074683506,0.032980709,0.017505381,0.00384928,0.856756639,0.04306071,0.002862983,0.041857532,0.007639453,0.043107254,0.106066834,0.130037299,0.133683489,0.127236051,0.051282637,0.10532085,0.028621451,0.036294436,0.08687676,0.092829413,0.058643526,0.344425934,0.441487328,0.030901792,0.033810356,0.080238147,0.069136443,71125,117933,0.091424792,0.702867915,0.297132085,2.59,0.627474922,0.047247166,0.070887707,0.066181646,0.063832854,0.036622489,0.018162855,0.031348308,0.038080944,0.000161108,1969,928,1067,139,32.2,314500,5220,1398
36055,"Monroe County, New York",0.4546,0.853878525,0.104075194,0.020185427,0.014949547,0.006911307,0.893180559,0.026222339,0.005650311,0.033572407,0.00727718,0.030504535,0.111933473,0.178756094,0.210090705,0.206664755,0.074048808,0.108184549,0.017817957,0.015949531,0.021527642,0.01479648,0.009725471,0.288632786,0.426416204,0.030222159,0.032967153,0.139526271,0.082235427,52260,319930,0.083849592,0.660495933,0.339504067,2.44,0.63257275,0.051783203,0.075869722,0.067480386,0.072072016,0.027999875,0.02219548,0.043084425,0.006745226,0.000196918,1962,668,778,110,33.4,132800,3934,947
36065,"Oneida County, New York",0.4362,0.851764645,0.092444245,0.039554394,0.0121431,0.004093615,0.914768264,0.011812647,0.002189709,0.032109191,0.008631186,0.049810098,0.163852737,0.208922874,0.187846255,0.131766851,0.054469033,0.088823619,0.014716159,0.021704563,0.038152631,0.023871981,0.016063199,0.277256701,0.454729059,0.036695992,0.032348612,0.12073392,0.078235717,48382,104186,0.121110322,0.680237638,0.319762362,2.4,0.612529515,0.017795097,0.138799839,0.068627263,0.035273453,0.019426794,0.016614516,0.029946442,0.060718331,0.00026875,1955,506,658,152,29.3,106200,2584,782
36111,"Ulster County, New York",0.4359,0.864805278,0.077032314,0.042762576,0.011647953,0.003751879,0.858152249,0.022668304,0.005050271,0.040819163,0.006683501,0.043943907,0.114482502,0.157334326,0.134772897,0.130007446,0.066765947,0.107582527,0.03162075,0.042355423,0.067262348,0.058426409,0.04544552,0.29532756,0.456425439,0.033880195,0.037041159,0.099503595,0.077822051,58808,83330,0.159558382,0.692777794,0.307222206,2.45,0.691575663,0.024840994,0.072902916,0.05600624,0.048061922,0.021456858,0.009228369,0.015600624,0.060194408,0.000132005,1963,818,984,166,32.8,242500,4473,1195
36015,"Chemung County, New York",0.4478,0.846478889,0.095536396,0.031469607,0.024761102,0.001754006,0.90598223,0.017137283,0.002293759,0.038914815,0.011205146,0.038593552,0.179211373,0.217156293,0.175941191,0.152131023,0.048268966,0.076295235,0.012513175,0.022783168,0.033999081,0.025972271,0.017134672,0.26870972,0.458678592,0.035512298,0.030295059,0.141917664,0.064886668,46589,38389,0.074526557,0.671414096,0.328585904,2.33,0.665529188,0.020005731,0.106879575,0.06337753,0.036911615,0.016410951,0.010601995,0.024720623,0.054520826,0.001041965,1952,525,673,148,29.8,89400,2307,734
36051,"Livingston County, New York",0.3914,0.853340333,0.064197378,0.07043493,0.009093857,0.002933502,0.88804391,0.004761275,0.001520963,0.06381431,0.008960455,0.075318814,0.136073028,0.139594516,0.099695716,0.094738282,0.067626244,0.12656843,0.054942049,0.058224213,0.092413416,0.037026907,0.017778386,0.301417995,0.476847785,0.037394905,0.029301042,0.105596687,0.049441586,53231,26965,0.102503245,0.751043345,0.248956655,2.43,0.684665307,0.022065641,0.056628963,0.054070091,0.039013536,0.015687002,0.016057853,0.002966809,0.108844799,0,1965,552,678,126,32.1,114300,3159,867
36077,"Otsego County, New York",0.4338,0.847254791,0.071981887,0.056796313,0.021282445,0.002684564,0.832055946,0.020732526,0.003991099,0.085649702,0.005545156,0.074552906,0.161661699,0.15342772,0.152309985,0.128874814,0.056594635,0.107451565,0.022056632,0.029992548,0.054918033,0.037183308,0.020976155,0.265243902,0.538012455,0.03619616,0.024649715,0.076868189,0.05902958,45334,30739,0.196037607,0.722615627,0.277384373,2.33,0.664725593,0.009824653,0.0593383,0.058264745,0.035069456,0.003773708,0.011321123,0.007547415,0.149972348,0.00016266,1956,594,760,166,35.7,131100,2184,785
36039,"Greene County, New York",0.4236,0.907167054,0.037161749,0.041937064,0.012958655,0.000775479,0.888002008,0.005873494,0.001706827,0.021787149,0.044929719,0.051906724,0.151964109,0.141895769,0.14017424,0.111377745,0.057645156,0.103552611,0.024257916,0.041577547,0.08837185,0.061766394,0.025509938,0.244817048,0.526885273,0.041546213,0.038820517,0.087635252,0.060295697,47033,29063,0.348931631,0.727407251,0.272592749,2.4,0.722155318,0.010976155,0.051027079,0.054708736,0.034167154,0.018270653,0.011251419,0.00103224,0.094277948,0.002133297,1966,616,765,149,32.9,181300,2654,913
36001,"Albany County, New York",0.4511,0.844817732,0.083268534,0.047702123,0.016229688,0.007981923,0.853876252,0.05352477,0.004184628,0.0436899,0.009755289,0.024869946,0.114859432,0.183566181,0.211370493,0.187332064,0.065373805,0.112193077,0.01891188,0.022739611,0.030676828,0.018430836,0.009675845,0.291595584,0.426353857,0.035599983,0.030919114,0.126989722,0.08854174,57715,137299,0.100182813,0.595034967,0.404965033,2.31,0.510069265,0.044617951,0.161756459,0.089774871,0.063430906,0.042301838,0.025091224,0.049046242,0.01370731,0.000203934,1959,736,880,144,29,207300,3692,1027
36003,"Allegany County, New York",0.4163,0.839099419,0.086037689,0.057049194,0.015442662,0.002371036,0.821063738,0.006378591,0.003117356,0.119802408,0.011510239,0.127991623,0.180245313,0.138611887,0.111138811,0.120712006,0.054746709,0.09568209,0.025079777,0.031162744,0.049212206,0.036747108,0.028669725,0.304837693,0.482351087,0.042152537,0.031358336,0.085565711,0.053734636,41900,26057,0.27328549,0.744455006,0.255544994,2.32,0.696089343,0.005756611,0.038108762,0.037264459,0.027900372,0.004490156,0.009709483,0.000614038,0.17956787,0.000498906,1955,430,584,154,31.2,66800,2009,647
36009,"Cattaraugus County, New York",0.4104,0.867501036,0.085587678,0.030592134,0.014272982,0.002046171,0.886039968,0.010393936,0.004220742,0.060497301,0.008010796,0.093203768,0.175356995,0.179415773,0.121526338,0.112934763,0.047520294,0.093440777,0.020205013,0.025596966,0.066155122,0.043076376,0.021567814,0.257411494,0.493284083,0.0414468,0.034107263,0.113211168,0.060539192,42754,41069,0.210109815,0.724568434,0.275431566,2.39,0.684652658,0.017969758,0.070953761,0.041905087,0.025128442,0.012028537,0.010859773,0.006476905,0.13002508,0,1954,433,617,184,29.5,78400,2170,690
36053,"Madison County, New York",0.41,0.871271023,0.053267163,0.043658671,0.027956989,0.003846154,0.883805374,0.004569112,0.004084967,0.049655047,0.013011377,0.073372406,0.126500871,0.144305402,0.121273562,0.131981625,0.061745604,0.151877079,0.036907968,0.052083003,0.054649137,0.024394107,0.020909235,0.297685034,0.47168786,0.037332899,0.019889142,0.104010434,0.069394631,53473,31539,0.146136529,0.756591162,0.243408838,2.51,0.716763372,0.015504613,0.055042963,0.040299312,0.03982371,0.01249247,0.012175402,0.010336409,0.097561749,0,1961,553,712,159,25.1,114900,2895,878
36093,"Schenectady County, New York",0.4276,0.89464099,0.057561194,0.031052144,0.013004688,0.003740984,0.898759587,0.025998837,0.002741091,0.033239195,0.008610903,0.027349329,0.118337618,0.168680377,0.159911454,0.135732648,0.065695516,0.186475293,0.029648672,0.032933448,0.043916024,0.017423593,0.01389603,0.289398681,0.459148318,0.034592601,0.026712865,0.107214709,0.082932827,55587,67992,0.14397282,0.680153944,0.319846056,2.56,0.58871632,0.020149429,0.175094129,0.06856689,0.045108248,0.037857395,0.029709378,0.028444523,0.006353689,0,1952,655,817,162,30.5,165000,4075,1001
36037,"Genesee County, New York",0.4136,0.882726446,0.071815946,0.03144474,0.0128339,0.001178967,0.924582931,0.003929409,0.007410727,0.030159934,0.008410313,0.068123939,0.180991794,0.150926712,0.127971138,0.117218449,0.052525467,0.094227504,0.034061969,0.048917657,0.091893039,0.024335031,0.008807301,0.280681041,0.481513702,0.036102653,0.032250047,0.100727024,0.068725533,50861,25521,0.060969398,0.73407052,0.26592948,2.45,0.69456526,0.0231574,0.09631284,0.049253556,0.028055327,0.012773794,0.015634184,0.016182751,0.064064888,0,1954,522,685,163,29.6,103400,2875,835
36123,"Yates County, New York",0.4478,0.886539845,0.051274878,0.031452322,0.028734713,0.001998242,0.8330384,0.005662715,0.00990975,0.075561847,0.009290391,0.108909953,0.181042654,0.142085308,0.106635071,0.110521327,0.048151659,0.097061611,0.031090047,0.038293839,0.057440758,0.063412322,0.01535545,0.304075714,0.506029614,0.037856816,0.017554572,0.090978477,0.043504808,48125,13423,0.288385607,0.773764657,0.226235343,2.51,0.758995754,0.007747895,0.028533115,0.031289578,0.017656262,0.012217835,0.005736423,0.006481413,0.131341727,0,1958,487,595,108,29.6,117000,2490,800
37079,"Greene County, North Carolina",0.4061,0.867385574,0.045962138,0.0713156,0.012988258,0.00234843,0.949413942,0.004318322,0.003701419,0.004688464,0.005552128,0.048450848,0.071528752,0.129669769,0.167155425,0.162820349,0.090781589,0.168685452,0.036848145,0.041565727,0.038888181,0.021930384,0.021675379,0.330141632,0.369239976,0.032714941,0.040295232,0.096748454,0.130859765,41073,8160,0.13370098,0.699108785,0.300891215,2.69,0.651838235,0.009803922,0.001715686,0.015931373,0.011151961,0.001838235,0.005882353,0.000735294,0.301102941,0,1978,371,615,244,27.8,88600,821,640
37121,"Mitchell County, North Carolina",0.425,0.904761905,0.062785168,0.022813444,0.008225692,0.001413791,0.946972177,0,0,0.007692308,0.002618658,0.064284493,0.153188579,0.171482305,0.100359036,0.106342965,0.084800821,0.140365875,0.01692597,0.022909899,0.056419901,0.061719952,0.021200205,0.231217617,0.557426598,0.010794473,0.04857513,0.062823834,0.089162349,36165,8673,0.244436758,0.746375706,0.253624294,2.34,0.71278681,0.002306007,0.01602675,0.021330566,0.023867174,0.00634152,0.005419117,0.002306007,0.20961605,0,1975,340,520,180,25.8,111100,640,527
37041,"Chowan County, North Carolina",0.484,0.87658078,0.062284439,0.032258065,0.026645026,0.00223169,0.895073336,0.002068447,0.002632569,0.028394133,0.047010154,0.07385268,0.138064019,0.178750482,0.140956421,0.079251832,0.042036251,0.115888932,0.028924026,0.012533745,0.078866178,0.04820671,0.062668723,0.227260459,0.447503374,0.014574899,0.044264507,0.14439946,0.121997301,34565,7260,0.191460055,0.664224872,0.335775128,2.44,0.690220386,0.006749311,0.034435262,0.038567493,0.014600551,0.004269972,0.004407713,0.002341598,0.204407713,0,1975,447,685,238,36.6,132400,914,739
37005,"Alleghany County, North Carolina",0.4592,0.924841342,0.035539438,0.012058024,0.026110607,0.001450589,0.942154407,0,0.005465725,0.00318834,0.006148941,0.043074726,0.146358877,0.15302237,0.166587339,0.155640171,0.031413613,0.143741076,0.014040933,0.005473584,0.066396954,0.019752499,0.054497858,0.195335277,0.60447036,0.024619372,0.022027859,0.087463557,0.066083576,32478,7984,0.396918838,0.751401869,0.248598131,2.25,0.808491984,0.011648297,0.005260521,0.023296593,0.014779559,0.00250501,0.002755511,0.000501002,0.130761523,0,1977,416,559,143,38.3,143100,712,536
37027,"Caldwell County, North Carolina",0.4571,0.884274708,0.075853862,0.020843557,0.016206203,0.00282167,0.945010359,0,0.001985497,0.011912983,0.010157689,0.036226505,0.095881462,0.167948451,0.188912314,0.169462838,0.065890667,0.114944918,0.027882531,0.025596104,0.059476794,0.029872019,0.017905395,0.272161019,0.508204342,0.029656487,0.022683959,0.082508251,0.084785943,37845,37463,0.15925046,0.754262311,0.245737689,2.58,0.705122387,0.005552145,0.011424606,0.024477484,0.035288151,0.007794357,0.003443397,0.004324267,0.202092731,0.000480474,1977,437,584,147,31.7,106800,804,631
