Year,State_FIPS,County_FIPS,Region,Division,County_name,new_1_units,new_2_units,new_3to4_units,new_5_units,total_new_units
2005,13,213,South,South Atlantic,Murray County                 ,316,0,0,8,324
2005,13,215,South,South Atlantic,Muscogee County               ,846,2,47,371,1266
2005,13,217,South,South Atlantic,Newton County                 ,2115,0,0,0,2115
2005,13,219,South,South Atlantic,Oconee County                 ,497,40,0,0,537
2005,13,221,South,South Atlantic,Oglethorpe County             ,221,0,0,0,221
2005,13,223,South,South Atlantic,Paulding County               ,3454,0,0,0,3454
2005,13,225,South,South Atlantic,Peach County                  ,335,0,0,0,335
2005,13,227,South,South Atlantic,Pickens County                ,445,0,0,0,445
2005,13,229,South,South Atlantic,Pierce County                 ,110,0,0,0,110
2005,13,231,South,South Atlantic,Pike County                   ,289,0,0,0,289
2005,13,233,South,South Atlantic,Polk County                   ,247,8,0,0,255
2005,13,235,South,South Atlantic,Pulaski County                ,38,0,0,0,38
2005,13,237,South,South Atlantic,Putnam County                 ,340,0,0,0,340
2005,13,239,South,South Atlantic,Quitman County                ,0,0,0,0,0
2005,13,241,South,South Atlantic,Rabun County                  ,437,0,8,5,450
2005,13,243,South,South Atlantic,Randolph County               ,2,0,0,0,2
2005,13,245,South,South Atlantic,Richmond County               ,604,0,0,89,693
2005,13,247,South,South Atlantic,Rockdale County               ,1005,0,16,0,1021
2005,13,249,South,South Atlantic,Schley County                 ,2,0,0,0,2
2005,13,251,South,South Atlantic,Screven County                ,42,0,0,0,42
2005,13,253,South,South Atlantic,Seminole County               ,45,0,14,0,59
2005,13,255,South,South Atlantic,Spalding County               ,445,0,0,0,445
2005,13,257,South,South Atlantic,Stephens County               ,111,0,0,0,111
2005,13,259,South,South Atlantic,Stewart County                ,0,0,0,0,0
2005,13,261,South,South Atlantic,Sumter County                 ,58,2,0,0,60
2005,13,263,South,South Atlantic,Talbot County                 ,21,0,0,0,21
2005,13,265,South,South Atlantic,Taliaferro County             ,3,0,0,0,3
2005,13,267,South,South Atlantic,Tattnall County               ,56,0,0,0,56
2005,13,269,South,South Atlantic,Taylor County                 ,64,0,0,0,64
2005,13,271,South,South Atlantic,Telfair County                ,3,0,0,0,3
2005,13,273,South,South Atlantic,Terrell County                ,35,0,0,0,35
2005,13,275,South,South Atlantic,Thomas County                 ,280,0,0,96,376
2005,13,277,South,South Atlantic,Tift County                   ,151,0,0,0,151
2005,13,279,South,South Atlantic,Toombs County                 ,80,0,0,5,85
2005,13,281,South,South Atlantic,Towns County                  ,368,0,4,8,380
2005,13,283,South,South Atlantic,Treutlen County               ,2,0,0,0,2
2005,13,285,South,South Atlantic,Troup County                  ,442,2,0,0,444
2005,13,287,South,South Atlantic,Turner County                 ,7,0,0,0,7
2005,13,289,South,South Atlantic,Twiggs County                 ,20,0,0,0,20
2005,13,291,South,South Atlantic,Union County                  ,560,4,0,0,564
2005,13,293,South,South Atlantic,Upson County                  ,107,8,0,6,121
2005,13,295,South,South Atlantic,Walker County                 ,490,0,0,0,490
2005,13,297,South,South Atlantic,Walton County                 ,1644,10,10,0,1664
2005,13,299,South,South Atlantic,Ware County                   ,126,0,0,0,126
2005,13,301,South,South Atlantic,Warren County                 ,1,0,0,0,1
2005,13,303,South,South Atlantic,Washington County             ,85,0,0,0,85
2005,13,305,South,South Atlantic,Wayne County                  ,21,0,0,0,21
2005,13,309,South,South Atlantic,Wheeler County                ,0,0,0,0,0
2005,13,311,South,South Atlantic,White County                  ,380,2,0,16,398
2005,13,313,South,South Atlantic,Whitfield County              ,536,20,46,111,713
2005,13,317,South,South Atlantic,Wilkes County                 ,35,0,0,0,35
2005,13,319,South,South Atlantic,Wilkinson County              ,3,0,0,0,3
2005,13,321,South,South Atlantic,Worth County                  ,63,0,0,0,63
2005,15,1,West,Pacific,Hawaii County                 ,2700,0,92,566,3358
2005,15,3,West,Pacific,Honolulu County               ,2079,0,160,1749,3988
2005,15,7,West,Pacific,Kauai County                  ,895,0,0,28,923
2005,15,9,West,Pacific,Maui County                   ,967,204,76,312,1559
2005,16,1,West,Mountain,Ada County                    ,7386,150,256,62,7854
2005,16,3,West,Mountain,Adams County                  ,81,0,0,0,81
2005,16,5,West,Mountain,Bannock County                ,521,18,40,70,649
2005,16,7,West,Mountain,Bear Lake County              ,13,0,0,0,13
2005,16,9,West,Mountain,Benewah County                ,31,0,0,0,31
2005,16,11,West,Mountain,Bingham County                ,206,2,51,6,265
2005,16,13,West,Mountain,Blaine County                 ,229,2,0,76,307
2005,16,15,West,Mountain,Boise County                  ,151,0,0,0,151
2005,16,17,West,Mountain,Bonner County                 ,13,0,0,0,13
2005,16,19,West,Mountain,Bonneville County             ,1109,22,302,120,1553
2005,16,21,West,Mountain,Boundary County               ,138,4,0,0,142
2005,16,23,West,Mountain,Butte County                  ,5,0,0,0,5
2005,16,25,West,Mountain,Camas County                  ,34,0,0,0,34
2005,16,27,West,Mountain,Canyon County                 ,3114,14,111,6,3245
2005,16,29,West,Mountain,Caribou County                ,19,0,0,0,19
2005,16,31,West,Mountain,Cassia County                 ,65,0,0,0,65
2005,16,33,West,Mountain,Clark County                  ,6,0,0,0,6
2005,16,35,West,Mountain,Clearwater County             ,33,0,0,0,33
2005,16,37,West,Mountain,Custer County                 ,8,0,0,0,8
2005,16,39,West,Mountain,Elmore County                 ,204,66,35,0,305
2005,16,41,West,Mountain,Franklin County               ,75,2,0,12,89
2005,16,43,West,Mountain,Fremont County                ,188,0,0,0,188
2005,16,45,West,Mountain,Gem County                    ,213,2,0,0,215
2005,16,47,West,Mountain,Gooding County                ,72,8,11,0,91
2005,16,49,West,Mountain,Idaho County                  ,5,0,0,0,5
2005,16,51,West,Mountain,Jefferson County              ,357,4,0,0,361
2005,16,53,West,Mountain,Jerome County                 ,143,0,0,0,143
2005,16,55,West,Mountain,Kootenai County               ,2288,66,51,283,2688
2005,16,57,West,Mountain,Latah County                  ,112,36,7,184,339
2005,16,59,West,Mountain,Lemhi County                  ,65,0,0,0,65
2005,16,61,West,Mountain,Lewis County                  ,4,0,0,0,4
2005,16,63,West,Mountain,Lincoln County                ,19,0,0,0,19
2005,16,65,West,Mountain,Madison County                ,172,2,4,115,293
2005,16,67,West,Mountain,Minidoka County               ,31,0,0,0,31
2005,16,69,West,Mountain,Nez Perce County              ,147,24,0,0,171
2005,16,71,West,Mountain,Oneida County                 ,12,0,0,0,12
2005,16,73,West,Mountain,Owyhee County                 ,84,0,0,0,84
2005,16,75,West,Mountain,Payette County                ,156,0,0,0,156
2005,16,77,West,Mountain,Power County                  ,27,0,0,0,27
2005,16,79,West,Mountain,Shoshone County               ,17,0,0,0,17
2005,16,81,West,Mountain,Teton County                  ,222,0,8,40,270
2005,16,83,West,Mountain,Twin Falls County             ,904,36,0,96,1036
2005,16,85,West,Mountain,Valley County                 ,436,2,0,0,438
2005,16,87,West,Mountain,Washington County             ,57,0,0,0,57
2005,17,1,Midwest,East North Central,Adams County                  ,125,0,0,0,125
2005,17,3,Midwest,East North Central,Alexander County              ,5,0,0,0,5
2005,17,5,Midwest,East North Central,Bond County                   ,67,6,0,39,112
2005,17,7,Midwest,East North Central,Boone County                  ,470,8,36,23,537
2005,17,9,Midwest,East North Central,Brown County                  ,1,0,0,0,1
2005,17,11,Midwest,East North Central,Bureau County                 ,70,2,0,0,72
2005,17,13,Midwest,East North Central,Calhoun County                ,21,2,0,0,23
2005,17,15,Midwest,East North Central,Carroll County                ,80,0,3,0,83
2005,17,17,Midwest,East North Central,Cass County                   ,12,0,11,63,86
2005,17,19,Midwest,East North Central,Champaign County              ,1153,18,31,830,2032
2005,17,21,Midwest,East North Central,Christian County              ,75,0,0,0,75
2005,17,23,Midwest,East North Central,Clark County                  ,6,0,0,0,6
2005,17,25,Midwest,East North Central,Clay County                   ,9,0,0,0,9
2005,17,27,Midwest,East North Central,Clinton County                ,243,6,0,0,249
2005,17,29,Midwest,East North Central,Coles County                  ,49,0,0,0,49
2005,17,31,Midwest,East North Central,Cook County                   ,6033,296,2080,10316,18725
2005,17,33,Midwest,East North Central,Crawford County               ,8,0,0,0,8
2005,17,35,Midwest,East North Central,Cumberland County             ,1,0,0,0,1
2005,17,37,Midwest,East North Central,DeKalb County                 ,1135,4,118,202,1459
2005,17,39,Midwest,East North Central,De Witt County                ,41,0,3,0,44
2005,17,41,Midwest,East North Central,Douglas County                ,55,4,4,0,63
2005,17,43,Midwest,East North Central,DuPage County                 ,2781,40,73,695,3589
2005,17,45,Midwest,East North Central,Edgar County                  ,9,2,0,0,11
2005,17,49,Midwest,East North Central,Effingham County              ,68,0,0,8,76
2005,17,51,Midwest,East North Central,Fayette County                ,11,2,0,0,13
2005,17,53,Midwest,East North Central,Ford County                   ,40,0,4,0,44
2005,17,55,Midwest,East North Central,Franklin County               ,27,2,0,0,29
2005,17,57,Midwest,East North Central,Fulton County                 ,95,2,0,0,97
2005,17,61,Midwest,East North Central,Greene County                 ,6,0,0,0,6
2005,17,63,Midwest,East North Central,Grundy County                 ,621,10,0,56,687
2005,17,65,Midwest,East North Central,Hamilton County               ,0,0,0,0,0
2005,17,67,Midwest,East North Central,Hancock County                ,12,2,0,0,14
2005,17,69,Midwest,East North Central,Hardin County                 ,0,0,0,0,0
2005,17,71,Midwest,East North Central,Henderson County              ,32,0,0,0,32
2005,17,73,Midwest,East North Central,Henry County                  ,104,12,0,10,126
2005,17,75,Midwest,East North Central,Iroquois County               ,68,0,3,0,71
2005,17,77,Midwest,East North Central,Jackson County                ,82,2,11,27,122
2005,17,79,Midwest,East North Central,Jasper County                 ,1,0,0,0,1
2005,17,81,Midwest,East North Central,Jefferson County              ,37,0,0,0,37
2005,17,83,Midwest,East North Central,Jersey County                 ,175,2,0,40,217
2005,17,85,Midwest,East North Central,Jo Daviess County             ,194,8,0,0,202
2005,17,87,Midwest,East North Central,Johnson County                ,7,0,0,0,7
2005,17,89,Midwest,East North Central,Kane County                   ,5455,22,0,22,5499
2005,17,91,Midwest,East North Central,Kankakee County               ,725,28,0,74,827
2005,17,93,Midwest,East North Central,Kendall County                ,2102,6,53,171,2332
2005,17,95,Midwest,East North Central,Knox County                   ,70,0,0,0,70
2005,17,97,Midwest,East North Central,Lake County                   ,3527,12,84,583,4206
2005,17,99,Midwest,East North Central,La Salle County               ,445,10,0,69,524
2005,17,101,Midwest,East North Central,Lawrence County               ,0,0,0,0,0
2005,17,103,Midwest,East North Central,Lee County                    ,104,0,0,0,104
2005,17,105,Midwest,East North Central,Livingston County             ,83,8,0,8,99
2005,17,107,Midwest,East North Central,Logan County                  ,41,2,0,0,43
2005,17,109,Midwest,East North Central,McDonough County              ,12,16,6,9,43
2005,17,111,Midwest,East North Central,McHenry County                ,3136,100,219,64,3519
2005,17,113,Midwest,East North Central,McLean County                 ,723,2,17,143,885
2005,17,115,Midwest,East North Central,Macon County                  ,226,16,4,60,306
2005,17,117,Midwest,East North Central,Macoupin County               ,151,2,3,0,156
2005,17,119,Midwest,East North Central,Madison County                ,1320,26,20,153,1519
2005,17,121,Midwest,East North Central,Marion County                 ,41,4,0,0,45
2005,17,123,Midwest,East North Central,Marshall County               ,18,0,0,0,18
2005,17,125,Midwest,East North Central,Mason County                  ,19,0,0,0,19
2005,17,127,Midwest,East North Central,Massac County                 ,36,2,0,0,38
2005,17,129,Midwest,East North Central,Menard County                 ,65,0,0,0,65
2005,17,131,Midwest,East North Central,Mercer County                 ,37,0,0,66,103
2005,17,133,Midwest,East North Central,Monroe County                 ,329,18,10,0,357
2005,17,135,Midwest,East North Central,Montgomery County             ,41,0,0,0,41
2005,17,137,Midwest,East North Central,Morgan County                 ,12,4,4,0,20
2005,17,139,Midwest,East North Central,Moultrie County               ,45,0,0,48,93
2005,17,141,Midwest,East North Central,Ogle County                   ,272,2,6,9,289
2005,17,143,Midwest,East North Central,Peoria County                 ,558,64,8,315,945
2005,17,145,Midwest,East North Central,Perry County                  ,0,0,0,0,0
2005,17,147,Midwest,East North Central,Piatt County                  ,102,0,0,0,102
2005,17,149,Midwest,East North Central,Pike County                   ,83,0,0,0,83
2005,17,151,Midwest,East North Central,Pope County                   ,0,0,0,0,0
2005,17,153,Midwest,East North Central,Pulaski County                ,6,0,0,0,6
2005,17,155,Midwest,East North Central,Putnam County                 ,46,0,0,0,46
2005,17,157,Midwest,East North Central,Randolph County               ,78,6,4,18,106
2005,17,159,Midwest,East North Central,Richland County               ,13,0,0,0,13
2005,17,161,Midwest,East North Central,Rock Island County            ,231,4,4,196,435
2005,17,163,Midwest,East North Central,St. Clair County              ,1810,48,6,53,1917
2005,17,165,Midwest,East North Central,Saline County                 ,0,0,0,0,0
2005,17,167,Midwest,East North Central,Sangamon County               ,664,182,8,81,935
2005,17,173,Midwest,East North Central,Shelby County                 ,17,0,0,0,17
2005,17,175,Midwest,East North Central,Stark County                  ,6,0,0,0,6
2005,17,177,Midwest,East North Central,Stephenson County             ,90,20,0,0,110
2005,17,179,Midwest,East North Central,Tazewell County               ,645,86,3,40,774
2005,17,181,Midwest,East North Central,Union County                  ,43,0,0,0,43
2005,17,183,Midwest,East North Central,Vermilion County              ,45,0,0,0,45
2005,17,185,Midwest,East North Central,Wabash County                 ,10,6,0,0,16
2005,17,187,Midwest,East North Central,Warren County                 ,23,0,0,0,23
2005,17,189,Midwest,East North Central,Washington County             ,54,0,0,0,54
2005,17,191,Midwest,East North Central,Wayne County                  ,1,2,0,0,3
2005,17,193,Midwest,East North Central,White County                  ,2,0,0,0,2
2005,17,195,Midwest,East North Central,Whiteside County              ,136,2,28,0,166
2005,17,197,Midwest,East North Central,Will County                   ,8036,18,51,61,8166
2005,17,199,Midwest,East North Central,Williamson County             ,202,82,46,11,341
2005,17,201,Midwest,East North Central,Winnebago County              ,1570,118,341,0,2029
2005,17,203,Midwest,East North Central,Woodford County               ,170,12,12,0,194
2005,18,1,Midwest,East North Central,Adams County                  ,141,0,0,18,159
2005,18,3,Midwest,East North Central,Allen County                  ,1808,24,11,416,2259
2005,18,5,Midwest,East North Central,Bartholomew County            ,292,0,0,0,292
2005,18,7,Midwest,East North Central,Benton County                 ,19,0,0,0,19
2005,18,9,Midwest,East North Central,Blackford County              ,9,14,0,0,23
2005,18,11,Midwest,East North Central,Boone County                  ,553,8,0,190,751
2005,18,13,Midwest,East North Central,Brown County                  ,104,0,0,0,104
2005,18,15,Midwest,East North Central,Carroll County                ,121,0,0,0,121
2005,18,17,Midwest,East North Central,Cass County                   ,54,0,0,0,54
2005,18,19,Midwest,East North Central,Clark County                  ,969,4,8,0,981
2005,18,21,Midwest,East North Central,Clay County                   ,30,0,0,0,30
2005,18,23,Midwest,East North Central,Clinton County                ,54,0,0,0,54
2005,18,25,Midwest,East North Central,Crawford County               ,2,0,0,0,2
2005,18,27,Midwest,East North Central,Daviess County                ,18,0,0,0,18
2005,18,29,Midwest,East North Central,Dearborn County               ,284,8,7,14,313
2005,18,31,Midwest,East North Central,Decatur County                ,88,2,0,0,90
2005,18,33,Midwest,East North Central,De Kalb County                ,196,0,0,0,196
2005,18,35,Midwest,East North Central,Delaware County               ,256,8,3,0,267
2005,18,37,Midwest,East North Central,Dubois County                 ,204,0,0,0,204
2005,18,39,Midwest,East North Central,Elkhart County                ,1014,0,4,6,1024
2005,18,41,Midwest,East North Central,Fayette County                ,25,0,0,0,25
2005,18,43,Midwest,East North Central,Floyd County                  ,340,4,0,0,344
2005,18,45,Midwest,East North Central,Fountain County               ,11,0,0,0,11
2005,18,47,Midwest,East North Central,Franklin County               ,95,2,0,0,97
2005,18,49,Midwest,East North Central,Fulton County                 ,78,0,0,0,78
2005,18,51,Midwest,East North Central,Gibson County                 ,118,12,3,0,133
2005,18,53,Midwest,East North Central,Grant County                  ,94,2,0,0,96
2005,18,57,Midwest,East North Central,Hamilton County               ,3725,66,114,371,4276
2005,18,59,Midwest,East North Central,Hancock County                ,759,0,3,0,762
2005,18,61,Midwest,East North Central,Harrison County               ,181,0,0,0,181
2005,18,63,Midwest,East North Central,Hendricks County              ,1934,30,0,423,2387
2005,18,65,Midwest,East North Central,Henry County                  ,83,8,3,50,144
2005,18,67,Midwest,East North Central,Howard County                 ,227,12,0,0,239
2005,18,69,Midwest,East North Central,Huntington County             ,139,0,0,0,139
2005,18,71,Midwest,East North Central,Jackson County                ,171,0,4,0,175
2005,18,73,Midwest,East North Central,Jasper County                 ,248,0,0,0,248
2005,18,75,Midwest,East North Central,Jay County                    ,34,0,0,0,34
2005,18,77,Midwest,East North Central,Jefferson County              ,130,0,0,0,130
2005,18,79,Midwest,East North Central,Jennings County               ,115,4,0,0,119
2005,18,81,Midwest,East North Central,Johnson County                ,1590,20,16,256,1882
2005,18,83,Midwest,East North Central,Knox County                   ,52,0,0,0,52
2005,18,85,Midwest,East North Central,Kosciusko County              ,439,4,0,104,547
2005,18,87,Midwest,East North Central,Lagrange County               ,272,0,0,0,272
2005,18,89,Midwest,East North Central,Lake County                   ,2211,358,112,235,2916
2005,18,91,Midwest,East North Central,La Porte County               ,441,0,10,126,577
2005,18,93,Midwest,East North Central,Lawrence County               ,32,4,0,0,36
2005,18,95,Midwest,East North Central,Madison County                ,527,0,0,42,569
2005,18,97,Midwest,East North Central,Marion County                 ,3101,188,199,1130,4618
2005,18,99,Midwest,East North Central,Marshall County               ,189,12,0,0,201
2005,18,101,Midwest,East North Central,Martin County                 ,3,0,0,0,3
2005,18,103,Midwest,East North Central,Miami County                  ,61,0,0,0,61
2005,18,105,Midwest,East North Central,Monroe County                 ,683,16,8,161,868
2005,18,107,Midwest,East North Central,Montgomery County             ,86,16,0,0,102
2005,18,109,Midwest,East North Central,Morgan County                 ,275,2,12,17,306
2005,18,111,Midwest,East North Central,Newton County                 ,51,0,0,0,51
2005,18,113,Midwest,East North Central,Noble County                  ,232,2,0,24,258
2005,18,115,Midwest,East North Central,Ohio County                   ,45,0,0,0,45
2005,18,117,Midwest,East North Central,Orange County                 ,12,0,0,0,12
2005,18,119,Midwest,East North Central,Owen County                   ,160,0,0,0,160
2005,18,121,Midwest,East North Central,Parke County                  ,45,0,0,0,45
2005,18,123,Midwest,East North Central,Perry County                  ,44,0,0,0,44
2005,18,125,Midwest,East North Central,Pike County                   ,46,0,0,0,46
2005,18,127,Midwest,East North Central,Porter County                 ,1272,68,65,6,1411
2005,18,129,Midwest,East North Central,Posey County                  ,96,0,0,0,96
2005,18,131,Midwest,East North Central,Pulaski County                ,25,0,0,0,25
2005,18,133,Midwest,East North Central,Putnam County                 ,245,16,0,0,261
2005,18,135,Midwest,East North Central,Randolph County               ,42,0,0,0,42
2005,18,137,Midwest,East North Central,Ripley County                 ,174,0,0,51,225
2005,18,139,Midwest,East North Central,Rush County                   ,45,0,0,0,45
2005,18,141,Midwest,East North Central,St. Joseph County             ,858,0,4,210,1072
2005,18,143,Midwest,East North Central,Scott County                  ,112,22,8,0,142
2005,18,145,Midwest,East North Central,Shelby County                 ,247,4,21,0,272
2005,18,147,Midwest,East North Central,Spencer County                ,97,0,0,0,97
2005,18,149,Midwest,East North Central,Starke County                 ,100,0,8,0,108
2005,18,151,Midwest,East North Central,Steuben County                ,297,0,0,5,302
2005,18,153,Midwest,East North Central,Sullivan County               ,10,0,0,0,10
2005,18,155,Midwest,East North Central,Switzerland County            ,140,0,0,0,140
2005,18,157,Midwest,East North Central,Tippecanoe County             ,908,12,11,8,939
2005,18,159,Midwest,East North Central,Tipton County                 ,95,0,0,24,119
2005,18,161,Midwest,East North Central,Union County                  ,21,4,0,0,25
2005,18,163,Midwest,East North Central,Vanderburgh County            ,591,4,24,243,862
2005,18,165,Midwest,East North Central,Vermillion County             ,28,0,0,0,28
2005,18,167,Midwest,East North Central,Vigo County                   ,246,24,9,156,435
2005,18,169,Midwest,East North Central,Wabash County                 ,55,0,0,0,55
2005,18,171,Midwest,East North Central,Warren County                 ,29,0,0,0,29
2005,18,173,Midwest,East North Central,Warrick County                ,515,0,20,338,873
2005,18,175,Midwest,East North Central,Washington County             ,93,0,0,0,93
2005,18,177,Midwest,East North Central,Wayne County                  ,132,12,15,0,159
2005,18,179,Midwest,East North Central,Wells County                  ,80,14,0,14,108
2005,18,181,Midwest,East North Central,White County                  ,75,4,0,0,79
2005,18,183,Midwest,East North Central,Whitley County                ,168,6,0,0,174
2005,19,1,Midwest,West North Central,Adair County                  ,14,0,0,0,14
2005,19,3,Midwest,West North Central,Adams County                  ,3,0,0,0,3
2005,19,5,Midwest,West North Central,Allamakee County              ,86,0,0,0,86
2005,19,7,Midwest,West North Central,Appanoose County              ,19,0,0,0,19
2005,19,9,Midwest,West North Central,Audubon County                ,7,0,0,0,7
2005,19,11,Midwest,West North Central,Benton County                 ,94,0,0,0,94
2005,19,13,Midwest,West North Central,Black Hawk County             ,395,12,20,144,571
2005,19,15,Midwest,West North Central,Boone County                  ,106,2,3,0,111
2005,19,17,Midwest,West North Central,Bremer County                 ,111,4,0,0,115
2005,19,19,Midwest,West North Central,Buchanan County               ,20,0,0,0,20
2005,19,21,Midwest,West North Central,Buena Vista County            ,17,0,0,0,17
2005,19,23,Midwest,West North Central,Butler County                 ,39,0,0,0,39
2005,19,25,Midwest,West North Central,Calhoun County                ,17,0,3,0,20
2005,19,27,Midwest,West North Central,Carroll County                ,64,2,0,6,72
2005,19,29,Midwest,West North Central,Cass County                   ,17,0,0,0,17
2005,19,31,Midwest,West North Central,Cedar County                  ,69,6,0,12,87
2005,19,33,Midwest,West North Central,Cerro Gordo County            ,111,16,0,23,150
2005,19,35,Midwest,West North Central,Cherokee County               ,17,0,0,0,17
2005,19,37,Midwest,West North Central,Chickasaw County              ,18,0,0,0,18
2005,19,39,Midwest,West North Central,Clarke County                 ,17,0,0,0,17
2005,19,41,Midwest,West North Central,Clay County                   ,34,2,0,0,36
2005,19,43,Midwest,West North Central,Clayton County                ,69,0,0,0,69
2005,19,45,Midwest,West North Central,Clinton County                ,142,2,0,50,194
2005,19,47,Midwest,West North Central,Crawford County               ,32,4,0,10,46
2005,19,49,Midwest,West North Central,Dallas County                 ,692,0,7,270,969
2005,19,51,Midwest,West North Central,Davis County                  ,9,0,0,0,9
2005,19,53,Midwest,West North Central,Decatur County                ,7,0,0,0,7
2005,19,55,Midwest,West North Central,Delaware County               ,16,0,0,10,26
2005,19,57,Midwest,West North Central,Des Moines County             ,52,6,0,46,104
2005,19,59,Midwest,West North Central,Dickinson County              ,173,8,4,160,345
2005,19,61,Midwest,West North Central,Dubuque County                ,427,46,41,46,560
2005,19,63,Midwest,West North Central,Emmet County                  ,11,0,3,0,14
2005,19,65,Midwest,West North Central,Fayette County                ,10,0,0,0,10
2005,19,67,Midwest,West North Central,Floyd County                  ,33,0,0,0,33
2005,19,69,Midwest,West North Central,Franklin County               ,11,0,0,0,11
2005,19,71,Midwest,West North Central,Fremont County                ,25,0,0,0,25
2005,19,73,Midwest,West North Central,Greene County                 ,20,0,0,0,20
2005,19,75,Midwest,West North Central,Grundy County                 ,49,0,0,0,49
2005,19,77,Midwest,West North Central,Guthrie County                ,26,0,0,0,26
2005,19,79,Midwest,West North Central,Hamilton County               ,9,2,0,0,11
2005,19,81,Midwest,West North Central,Hancock County                ,35,4,0,0,39
2005,19,83,Midwest,West North Central,Hardin County                 ,32,0,0,0,32
2005,19,85,Midwest,West North Central,Harrison County               ,67,0,0,0,67
2005,19,87,Midwest,West North Central,Henry County                  ,30,2,12,0,44
2005,19,89,Midwest,West North Central,Howard County                 ,16,0,4,0,20
2005,19,91,Midwest,West North Central,Humboldt County               ,16,0,3,0,19
2005,19,93,Midwest,West North Central,Ida County                    ,5,0,0,36,41
2005,19,95,Midwest,West North Central,Iowa County                   ,22,0,0,0,22
2005,19,97,Midwest,West North Central,Jackson County                ,70,4,8,0,82
2005,19,99,Midwest,West North Central,Jasper County                 ,80,34,23,0,137
2005,19,101,Midwest,West North Central,Jefferson County              ,18,0,3,18,39
2005,19,103,Midwest,West North Central,Johnson County                ,889,38,30,287,1244
2005,19,105,Midwest,West North Central,Jones County                  ,40,0,0,0,40
2005,19,107,Midwest,West North Central,Keokuk County                 ,15,0,0,0,15
2005,19,109,Midwest,West North Central,Kossuth County                ,19,0,0,0,19
2005,19,111,Midwest,West North Central,Lee County                    ,15,0,0,0,15
2005,19,113,Midwest,West North Central,Linn County                   ,964,54,280,300,1598
2005,19,115,Midwest,West North Central,Louisa County                 ,34,0,0,0,34
2005,19,117,Midwest,West North Central,Lucas County                  ,3,2,0,0,5
2005,19,119,Midwest,West North Central,Lyon County                   ,21,0,0,0,21
2005,19,121,Midwest,West North Central,Madison County                ,151,0,0,0,151
2005,19,123,Midwest,West North Central,Mahaska County                ,32,4,0,0,36
2005,19,125,Midwest,West North Central,Marion County                 ,169,10,0,0,179
2005,19,127,Midwest,West North Central,Marshall County               ,83,6,0,5,94
2005,19,129,Midwest,West North Central,Mills County                  ,13,0,3,0,16
2005,19,131,Midwest,West North Central,Mitchell County               ,18,0,0,0,18
2005,19,133,Midwest,West North Central,Monona County                 ,33,0,0,0,33
2005,19,135,Midwest,West North Central,Monroe County                 ,22,0,0,0,22
2005,19,137,Midwest,West North Central,Montgomery County             ,19,0,0,0,19
2005,19,139,Midwest,West North Central,Muscatine County              ,136,8,6,66,216
2005,19,141,Midwest,West North Central,O'Brien County                ,21,0,0,0,21
2005,19,143,Midwest,West North Central,Osceola County                ,8,0,0,0,8
2005,19,145,Midwest,West North Central,Page County                   ,23,0,0,0,23
2005,19,147,Midwest,West North Central,Palo Alto County              ,9,2,0,0,11
2005,19,149,Midwest,West North Central,Plymouth County               ,93,6,4,0,103
2005,19,151,Midwest,West North Central,Pocahontas County             ,3,0,0,0,3
2005,19,153,Midwest,West North Central,Polk County                   ,3943,8,8,823,4782
2005,19,155,Midwest,West North Central,Pottawattamie County          ,488,10,0,0,498
2005,19,157,Midwest,West North Central,Poweshiek County              ,60,0,0,0,60
2005,19,159,Midwest,West North Central,Ringgold County               ,3,0,0,0,3
2005,19,161,Midwest,West North Central,Sac County                    ,10,6,0,0,16
2005,19,163,Midwest,West North Central,Scott County                  ,666,10,36,101,813
2005,19,165,Midwest,West North Central,Shelby County                 ,12,10,0,0,22
2005,19,167,Midwest,West North Central,Sioux County                  ,97,6,0,19,122
2005,19,169,Midwest,West North Central,Story County                  ,381,4,0,561,946
2005,19,171,Midwest,West North Central,Tama County                   ,43,2,0,0,45
2005,19,173,Midwest,West North Central,Taylor County                 ,1,0,0,0,1
2005,19,175,Midwest,West North Central,Union County                  ,5,0,0,0,5
2005,19,177,Midwest,West North Central,Van Buren County              ,3,0,0,0,3
2005,19,179,Midwest,West North Central,Wapello County                ,47,4,4,72,127
2005,19,181,Midwest,West North Central,Warren County                 ,370,2,0,0,372
2005,19,183,Midwest,West North Central,Washington County             ,42,2,0,0,44
2005,19,185,Midwest,West North Central,Wayne County                  ,1,0,0,0,1
2005,19,187,Midwest,West North Central,Webster County                ,58,2,6,0,66
2005,19,189,Midwest,West North Central,Winnebago County              ,9,0,0,0,9
2005,19,191,Midwest,West North Central,Winneshiek County             ,81,2,0,0,83
2005,19,193,Midwest,West North Central,Woodbury County               ,146,4,12,0,162
2005,19,195,Midwest,West North Central,Worth County                  ,15,0,0,8,23
2005,19,197,Midwest,West North Central,Wright County                 ,19,0,0,0,19
2005,20,1,Midwest,West North Central,Allen County                  ,21,0,0,0,21
2005,20,3,Midwest,West North Central,Anderson County               ,24,0,0,0,24
2005,20,5,Midwest,West North Central,Atchison County               ,23,2,0,0,25
2005,20,7,Midwest,West North Central,Barber County                 ,1,0,0,0,1
2005,20,9,Midwest,West North Central,Barton County                 ,52,0,0,0,52
2005,20,11,Midwest,West North Central,Bourbon County                ,7,4,0,0,11
2005,20,13,Midwest,West North Central,Brown County                  ,6,0,0,0,6
