Year,State_FIPS,County_FIPS,Region,Division,County_name,new_1_units,new_2_units,new_3to4_units,new_5_units,total_new_units
2010,37,177,South,South Atlantic,Tyrrell County                ,5,0,0,0,5
2010,37,179,South,South Atlantic,Union County                  ,520,0,0,0,520
2010,37,181,South,South Atlantic,Vance County                  ,43,0,0,40,83
2010,37,183,South,South Atlantic,Wake County                   ,3854,2,15,543,4414
2010,37,185,South,South Atlantic,Warren County                 ,32,0,0,0,32
2010,37,187,South,South Atlantic,Washington County             ,10,0,0,0,10
2010,37,189,South,South Atlantic,Watauga County                ,169,4,4,94,271
2010,37,191,South,South Atlantic,Wayne County                  ,223,56,0,0,279
2010,37,193,South,South Atlantic,Wilkes County                 ,89,0,0,0,89
2010,37,195,South,South Atlantic,Wilson County                 ,121,4,0,56,181
2010,37,197,South,South Atlantic,Yadkin County                 ,54,0,0,8,62
2010,37,199,South,South Atlantic,Yancey County                 ,35,0,9,0,44
2010,38,1,Midwest,West North Central,Adams County                  ,2,0,0,0,2
2010,38,3,Midwest,West North Central,Barnes County                 ,6,0,0,0,6
2010,38,5,Midwest,West North Central,Benson County                 ,1,0,0,0,1
2010,38,7,Midwest,West North Central,Billings County               ,4,0,0,0,4
2010,38,9,Midwest,West North Central,Bottineau County              ,2,0,0,0,2
2010,38,11,Midwest,West North Central,Bowman County                 ,4,0,0,0,4
2010,38,13,Midwest,West North Central,Burke County                  ,0,0,0,0,0
2010,38,15,Midwest,West North Central,Burleigh County               ,475,4,8,49,536
2010,38,17,Midwest,West North Central,Cass County                   ,551,0,11,545,1107
2010,38,19,Midwest,West North Central,Cavalier County               ,2,0,0,0,2
2010,38,21,Midwest,West North Central,Dickey County                 ,0,0,0,0,0
2010,38,23,Midwest,West North Central,Divide County                 ,8,0,0,6,14
2010,38,25,Midwest,West North Central,Dunn County                   ,5,0,0,0,5
2010,38,27,Midwest,West North Central,Eddy County                   ,5,0,0,0,5
2010,38,29,Midwest,West North Central,Emmons County                 ,6,0,0,0,6
2010,38,31,Midwest,West North Central,Foster County                 ,1,0,0,0,1
2010,38,33,Midwest,West North Central,Golden Valley County          ,2,0,0,0,2
2010,38,35,Midwest,West North Central,Grand Forks County            ,98,0,0,46,144
2010,38,37,Midwest,West North Central,Grant County                  ,0,0,0,0,0
2010,38,39,Midwest,West North Central,Griggs County                 ,1,0,0,0,1
2010,38,41,Midwest,West North Central,Hettinger County              ,0,0,0,0,0
2010,38,43,Midwest,West North Central,Kidder County                 ,0,0,0,0,0
2010,38,45,Midwest,West North Central,LaMoure County                ,1,0,0,0,1
2010,38,47,Midwest,West North Central,Logan County                  ,1,0,0,0,1
2010,38,49,Midwest,West North Central,McHenry County                ,27,0,0,0,27
2010,38,51,Midwest,West North Central,McIntosh County               ,1,0,0,0,1
2010,38,53,Midwest,West North Central,McKenzie County               ,8,28,0,0,36
2010,38,55,Midwest,West North Central,McLean County                 ,31,0,0,0,31
2010,38,57,Midwest,West North Central,Mercer County                 ,7,0,0,0,7
2010,38,59,Midwest,West North Central,Morton County                 ,89,0,0,25,114
2010,38,61,Midwest,West North Central,Mountrail County              ,55,0,8,31,94
2010,38,63,Midwest,West North Central,Nelson County                 ,7,0,0,0,7
2010,38,65,Midwest,West North Central,Oliver County                 ,1,0,0,0,1
2010,38,67,Midwest,West North Central,Pembina County                ,0,0,0,0,0
2010,38,69,Midwest,West North Central,Pierce County                 ,1,2,0,0,3
2010,38,71,Midwest,West North Central,Ramsey County                 ,10,0,4,0,14
2010,38,73,Midwest,West North Central,Ransom County                 ,4,0,0,0,4
2010,38,75,Midwest,West North Central,Renville County               ,1,0,0,0,1
2010,38,77,Midwest,West North Central,Richland County               ,14,2,0,8,24
2010,38,79,Midwest,West North Central,Rolette County                ,1,2,0,0,3
2010,38,81,Midwest,West North Central,Sargent County                ,3,0,0,0,3
2010,38,83,Midwest,West North Central,Sheridan County               ,2,0,0,0,2
2010,38,85,Midwest,West North Central,Sioux County                  ,0,0,0,0,0
2010,38,87,Midwest,West North Central,Slope County                  ,0,0,0,0,0
2010,38,89,Midwest,West North Central,Stark County                  ,162,0,3,145,310
2010,38,91,Midwest,West North Central,Steele County                 ,2,0,0,0,2
2010,38,93,Midwest,West North Central,Stutsman County               ,19,2,0,62,83
2010,38,95,Midwest,West North Central,Towner County                 ,0,0,0,0,0
2010,38,97,Midwest,West North Central,Traill County                 ,4,0,0,0,4
2010,38,99,Midwest,West North Central,Walsh County                  ,4,8,0,36,48
2010,38,101,Midwest,West North Central,Ward County                   ,224,0,4,464,692
2010,38,103,Midwest,West North Central,Wells County                  ,2,0,0,0,2
2010,38,105,Midwest,West North Central,Williams County               ,230,0,0,246,476
2010,39,1,Midwest,East North Central,Adams County                  ,0,0,0,0,0
2010,39,3,Midwest,East North Central,Allen County                  ,44,4,68,0,116
2010,39,5,Midwest,East North Central,Ashland County                ,38,2,0,0,40
2010,39,7,Midwest,East North Central,Ashtabula County              ,77,4,0,0,81
2010,39,9,Midwest,East North Central,Athens County                 ,2,0,0,193,195
2010,39,11,Midwest,East North Central,Auglaize County               ,59,4,6,0,69
2010,39,13,Midwest,East North Central,Belmont County                ,13,0,0,0,13
2010,39,15,Midwest,East North Central,Brown County                  ,41,0,0,0,41
2010,39,17,Midwest,East North Central,Butler County                 ,440,14,8,0,462
2010,39,19,Midwest,East North Central,Carroll County                ,3,0,0,0,3
2010,39,21,Midwest,East North Central,Champaign County              ,29,0,0,0,29
2010,39,23,Midwest,East North Central,Clark County                  ,53,4,0,0,57
2010,39,25,Midwest,East North Central,Clermont County               ,389,2,32,101,524
2010,39,27,Midwest,East North Central,Clinton County                ,33,0,0,0,33
2010,39,29,Midwest,East North Central,Columbiana County             ,19,0,0,0,19
2010,39,31,Midwest,East North Central,Coshocton County              ,2,0,0,0,2
2010,39,33,Midwest,East North Central,Crawford County               ,12,0,0,0,12
2010,39,35,Midwest,East North Central,Cuyahoga County               ,490,0,6,35,531
2010,39,37,Midwest,East North Central,Darke County                  ,30,0,0,0,30
2010,39,39,Midwest,East North Central,Defiance County               ,51,4,0,0,55
2010,39,41,Midwest,East North Central,Delaware County               ,573,4,0,0,577
2010,39,43,Midwest,East North Central,Erie County                   ,47,0,0,0,47
2010,39,45,Midwest,East North Central,Fairfield County              ,188,0,8,0,196
2010,39,47,Midwest,East North Central,Fayette County                ,23,0,0,0,23
2010,39,49,Midwest,East North Central,Franklin County               ,1628,24,144,1323,3119
2010,39,51,Midwest,East North Central,Fulton County                 ,40,0,0,0,40
2010,39,53,Midwest,East North Central,Gallia County                 ,1,2,6,0,9
2010,39,55,Midwest,East North Central,Geauga County                 ,91,0,0,0,91
2010,39,57,Midwest,East North Central,Greene County                 ,300,0,0,80,380
2010,39,59,Midwest,East North Central,Guernsey County               ,28,0,0,0,28
2010,39,61,Midwest,East North Central,Hamilton County               ,427,8,7,107,549
2010,39,63,Midwest,East North Central,Hancock County                ,83,0,3,0,86
2010,39,65,Midwest,East North Central,Hardin County                 ,22,0,0,0,22
2010,39,67,Midwest,East North Central,Harrison County               ,0,0,0,0,0
2010,39,69,Midwest,East North Central,Henry County                  ,15,0,0,0,15
2010,39,71,Midwest,East North Central,Highland County               ,17,2,0,0,19
2010,39,73,Midwest,East North Central,Hocking County                ,5,0,0,0,5
2010,39,75,Midwest,East North Central,Holmes County                 ,3,0,0,0,3
2010,39,77,Midwest,East North Central,Huron County                  ,35,0,0,0,35
2010,39,79,Midwest,East North Central,Jackson County                ,40,0,0,0,40
2010,39,81,Midwest,East North Central,Jefferson County              ,4,0,0,0,4
2010,39,83,Midwest,East North Central,Knox County                   ,117,2,0,106,225
2010,39,85,Midwest,East North Central,Lake County                   ,269,2,0,5,276
2010,39,87,Midwest,East North Central,Lawrence County               ,8,2,0,0,10
2010,39,89,Midwest,East North Central,Licking County                ,300,0,24,24,348
2010,39,91,Midwest,East North Central,Logan County                  ,57,0,8,0,65
2010,39,93,Midwest,East North Central,Lorain County                 ,580,2,8,30,620
2010,39,95,Midwest,East North Central,Lucas County                  ,195,24,18,66,303
2010,39,97,Midwest,East North Central,Madison County                ,27,6,0,0,33
2010,39,99,Midwest,East North Central,Mahoning County               ,100,0,0,0,100
2010,39,101,Midwest,East North Central,Marion County                 ,78,0,4,0,82
2010,39,103,Midwest,East North Central,Medina County                 ,423,0,0,0,423
2010,39,105,Midwest,East North Central,Meigs County                  ,5,0,0,0,5
2010,39,107,Midwest,East North Central,Mercer County                 ,39,0,0,0,39
2010,39,109,Midwest,East North Central,Miami County                  ,108,0,0,0,108
2010,39,111,Midwest,East North Central,Monroe County                 ,0,0,0,0,0
2010,39,113,Midwest,East North Central,Montgomery County             ,241,2,0,0,243
2010,39,115,Midwest,East North Central,Morgan County                 ,6,0,0,0,6
2010,39,117,Midwest,East North Central,Morrow County                 ,33,0,0,0,33
2010,39,119,Midwest,East North Central,Muskingum County              ,2,0,4,24,30
2010,39,121,Midwest,East North Central,Noble County                  ,12,0,0,0,12
2010,39,123,Midwest,East North Central,Ottawa County                 ,120,0,0,16,136
2010,39,125,Midwest,East North Central,Paulding County               ,12,0,0,0,12
2010,39,127,Midwest,East North Central,Perry County                  ,23,4,3,0,30
2010,39,129,Midwest,East North Central,Pickaway County               ,23,0,0,0,23
2010,39,131,Midwest,East North Central,Pike County                   ,75,0,0,0,75
2010,39,133,Midwest,East North Central,Portage County                ,175,0,0,0,175
2010,39,135,Midwest,East North Central,Preble County                 ,25,2,0,0,27
2010,39,137,Midwest,East North Central,Putnam County                 ,35,0,3,0,38
2010,39,139,Midwest,East North Central,Richland County               ,45,0,0,0,45
2010,39,141,Midwest,East North Central,Ross County                   ,13,0,0,0,13
2010,39,143,Midwest,East North Central,Sandusky County               ,33,0,0,0,33
2010,39,145,Midwest,East North Central,Scioto County                 ,1,0,0,35,36
2010,39,147,Midwest,East North Central,Seneca County                 ,14,0,0,0,14
2010,39,149,Midwest,East North Central,Shelby County                 ,96,2,0,0,98
2010,39,151,Midwest,East North Central,Stark County                  ,305,16,36,92,449
2010,39,153,Midwest,East North Central,Summit County                 ,482,2,27,50,561
2010,39,155,Midwest,East North Central,Trumbull County               ,65,2,0,6,73
2010,39,157,Midwest,East North Central,Tuscarawas County             ,38,2,3,0,43
2010,39,159,Midwest,East North Central,Union County                  ,115,0,0,0,115
2010,39,161,Midwest,East North Central,Van Wert County               ,18,12,0,0,30
2010,39,163,Midwest,East North Central,Vinton County                 ,0,0,0,0,0
2010,39,165,Midwest,East North Central,Warren County                 ,573,2,14,10,599
2010,39,167,Midwest,East North Central,Washington County             ,11,2,0,0,13
2010,39,169,Midwest,East North Central,Wayne County                  ,124,4,4,0,132
2010,39,171,Midwest,East North Central,Williams County               ,15,0,0,0,15
2010,39,173,Midwest,East North Central,Wood County                   ,152,4,0,140,296
2010,39,175,Midwest,East North Central,Wyandot County                ,20,0,48,0,68
2010,40,1,South,West South Central,Adair County                  ,30,0,0,0,30
2010,40,3,South,West South Central,Alfalfa County                ,0,0,0,0,0
2010,40,5,South,West South Central,Atoka County                  ,5,0,12,0,17
2010,40,7,South,West South Central,Beaver County                 ,0,0,0,0,0
2010,40,9,South,West South Central,Beckham County                ,20,0,0,0,20
2010,40,11,South,West South Central,Blaine County                 ,4,0,0,0,4
2010,40,13,South,West South Central,Bryan County                  ,68,6,0,6,80
2010,40,15,South,West South Central,Caddo County                  ,30,0,0,0,30
2010,40,17,South,West South Central,Canadian County               ,180,0,0,0,180
2010,40,19,South,West South Central,Carter County                 ,137,8,0,0,145
2010,40,21,South,West South Central,Cherokee County               ,21,14,3,0,38
2010,40,23,South,West South Central,Choctaw County                ,14,0,0,0,14
2010,40,25,South,West South Central,Cimarron County               ,0,0,0,0,0
2010,40,27,South,West South Central,Cleveland County              ,657,8,68,410,1143
2010,40,29,South,West South Central,Coal County                   ,1,0,0,0,1
2010,40,31,South,West South Central,Comanche County               ,298,14,14,0,326
2010,40,33,South,West South Central,Cotton County                 ,0,0,0,0,0
2010,40,35,South,West South Central,Craig County                  ,1,0,0,0,1
2010,40,37,South,West South Central,Creek County                  ,87,0,4,0,91
2010,40,39,South,West South Central,Custer County                 ,28,0,0,6,34
2010,40,41,South,West South Central,Delaware County               ,24,0,0,0,24
2010,40,43,South,West South Central,Dewey County                  ,0,0,0,0,0
2010,40,45,South,West South Central,Ellis County                  ,2,0,0,0,2
2010,40,47,South,West South Central,Garfield County               ,74,0,0,0,74
2010,40,49,South,West South Central,Garvin County                 ,4,0,0,0,4
2010,40,51,South,West South Central,Grady County                  ,44,0,0,0,44
2010,40,53,South,West South Central,Grant County                  ,0,0,0,0,0
2010,40,55,South,West South Central,Greer County                  ,4,0,0,0,4
2010,40,59,South,West South Central,Harper County                 ,0,0,0,0,0
2010,40,61,South,West South Central,Haskell County                ,3,0,0,0,3
2010,40,63,South,West South Central,Hughes County                 ,26,0,0,0,26
2010,40,65,South,West South Central,Jackson County                ,33,0,0,0,33
2010,40,67,South,West South Central,Jefferson County              ,0,0,3,0,3
2010,40,69,South,West South Central,Johnston County               ,5,0,0,0,5
2010,40,71,South,West South Central,Kay County                    ,7,4,0,0,11
2010,40,73,South,West South Central,Kingfisher County             ,22,8,0,0,30
2010,40,75,South,West South Central,Kiowa County                  ,0,0,0,0,0
2010,40,77,South,West South Central,Latimer County                ,0,0,4,0,4
2010,40,79,South,West South Central,Le Flore County               ,58,2,0,0,60
2010,40,81,South,West South Central,Lincoln County                ,26,0,0,0,26
2010,40,83,South,West South Central,Logan County                  ,9,0,3,0,12
2010,40,85,South,West South Central,Love County                   ,0,0,0,0,0
2010,40,87,South,West South Central,McClain County                ,130,0,0,16,146
2010,40,89,South,West South Central,McCurtain County              ,10,6,0,0,16
2010,40,91,South,West South Central,McIntosh County               ,22,0,0,0,22
2010,40,93,South,West South Central,Major County                  ,3,0,0,0,3
2010,40,95,South,West South Central,Marshall County               ,2,0,0,0,2
2010,40,97,South,West South Central,Mayes County                  ,10,0,0,0,10
2010,40,99,South,West South Central,Murray County                 ,13,0,4,0,17
2010,40,101,South,West South Central,Muskogee County               ,62,0,0,0,62
2010,40,103,South,West South Central,Noble County                  ,0,0,0,0,0
2010,40,105,South,West South Central,Nowata County                 ,4,0,0,0,4
2010,40,107,South,West South Central,Okfuskee County               ,15,0,0,0,15
2010,40,109,South,West South Central,Oklahoma County               ,1986,26,3,69,2084
2010,40,111,South,West South Central,Okmulgee County               ,0,0,0,0,0
2010,40,113,South,West South Central,Osage County                  ,111,0,0,0,111
2010,40,115,South,West South Central,Ottawa County                 ,31,0,0,0,31
2010,40,117,South,West South Central,Pawnee County                 ,0,0,0,0,0
2010,40,119,South,West South Central,Payne County                  ,102,6,0,0,108
2010,40,121,South,West South Central,Pittsburg County              ,54,32,0,92,178
2010,40,123,South,West South Central,Pontotoc County               ,38,0,0,48,86
2010,40,125,South,West South Central,Pottawatomie County           ,113,0,6,0,119
2010,40,127,South,West South Central,Pushmataha County             ,1,0,0,0,1
2010,40,129,South,West South Central,Roger Mills County            ,0,0,0,0,0
2010,40,131,South,West South Central,Rogers County                 ,265,0,0,0,265
2010,40,133,South,West South Central,Seminole County               ,21,0,0,0,21
2010,40,135,South,West South Central,Sequoyah County               ,46,6,4,0,56
2010,40,137,South,West South Central,Stephens County               ,30,0,0,0,30
2010,40,139,South,West South Central,Texas County                  ,2,0,0,0,2
2010,40,141,South,West South Central,Tillman County                ,0,0,0,0,0
2010,40,143,South,West South Central,Tulsa County                  ,1623,20,0,323,1966
2010,40,145,South,West South Central,Wagoner County                ,183,0,0,0,183
2010,40,147,South,West South Central,Washington  County            ,64,0,0,0,64
2010,40,149,South,West South Central,Washita County                ,0,0,0,0,0
2010,40,151,South,West South Central,Woods County                  ,0,0,0,0,0
2010,40,153,South,West South Central,Woodward County               ,3,0,0,16,19
2010,41,0,West,Pacific,Oregon Balance of State       ,83,2,0,0,85
2010,41,1,West,Pacific,Baker County                  ,34,0,0,0,34
2010,41,3,West,Pacific,Benton County                 ,75,0,0,18,93
2010,41,5,West,Pacific,Clackamas County              ,625,32,3,5,665
2010,41,7,West,Pacific,Clatsop County                ,127,0,0,33,160
2010,41,9,West,Pacific,Columbia County               ,55,4,3,0,62
2010,41,11,West,Pacific,Coos County                   ,18,0,0,6,24
2010,41,13,West,Pacific,Crook County                  ,61,0,0,0,61
2010,41,15,West,Pacific,Curry County                  ,27,0,0,0,27
2010,41,17,West,Pacific,Deschutes County              ,365,6,0,6,377
2010,41,19,West,Pacific,Douglas County                ,133,6,4,38,181
2010,41,25,West,Pacific,Harney County                 ,6,0,0,0,6
2010,41,27,West,Pacific,Hood River County             ,48,0,0,40,88
2010,41,29,West,Pacific,Jackson County                ,293,2,12,66,373
2010,41,31,West,Pacific,Jefferson County              ,32,0,0,0,32
2010,41,33,West,Pacific,Josephine County              ,94,12,0,0,106
2010,41,35,West,Pacific,Klamath County                ,68,0,0,0,68
2010,41,37,West,Pacific,Lake County                   ,11,0,0,0,11
2010,41,39,West,Pacific,Lane County                   ,464,10,17,59,550
2010,41,41,West,Pacific,Lincoln County                ,118,0,0,0,118
2010,41,43,West,Pacific,Linn County                   ,161,10,3,0,174
2010,41,45,West,Pacific,Malheur County                ,15,0,0,0,15
2010,41,47,West,Pacific,Marion County                 ,383,10,6,211,610
2010,41,49,West,Pacific,Morrow County                 ,5,0,0,0,5
2010,41,51,West,Pacific,Multnomah County              ,521,32,13,669,1235
2010,41,53,West,Pacific,Polk County                   ,85,4,0,0,89
2010,41,57,West,Pacific,Tillamook County              ,86,4,0,0,90
2010,41,59,West,Pacific,Umatilla County               ,66,4,0,8,78
2010,41,61,West,Pacific,Union County                  ,30,2,0,0,32
2010,41,67,West,Pacific,Washington County             ,1033,2,24,212,1271
2010,41,71,West,Pacific,Yamhill County                ,137,0,11,0,148
2010,42,1,Northeast,Middle Atlantic,Adams County                  ,284,0,0,22,306
2010,42,3,Northeast,Middle Atlantic,Allegheny County              ,1407,2,15,0,1424
2010,42,5,Northeast,Middle Atlantic,Armstrong County              ,60,0,0,0,60
2010,42,7,Northeast,Middle Atlantic,Beaver County                 ,305,12,20,0,337
2010,42,9,Northeast,Middle Atlantic,Bedford County                ,98,6,4,0,108
2010,42,11,Northeast,Middle Atlantic,Berks County                  ,350,0,0,65,415
2010,42,13,Northeast,Middle Atlantic,Blair County                  ,112,24,16,7,159
2010,42,15,Northeast,Middle Atlantic,Bradford County               ,171,4,0,0,175
2010,42,17,Northeast,Middle Atlantic,Bucks County                  ,444,6,7,17,474
2010,42,19,Northeast,Middle Atlantic,Butler County                 ,463,0,23,37,523
2010,42,21,Northeast,Middle Atlantic,Cambria County                ,117,0,0,0,117
2010,42,23,Northeast,Middle Atlantic,Cameron County                ,0,0,0,0,0
2010,42,25,Northeast,Middle Atlantic,Carbon County                 ,149,0,0,0,149
2010,42,27,Northeast,Middle Atlantic,Centre County                 ,347,2,0,77,426
2010,42,29,Northeast,Middle Atlantic,Chester County                ,839,10,17,246,1112
2010,42,31,Northeast,Middle Atlantic,Clarion County                ,47,0,0,0,47
2010,42,33,Northeast,Middle Atlantic,Clearfield County             ,124,0,0,0,124
2010,42,35,Northeast,Middle Atlantic,Clinton County                ,31,0,0,0,31
2010,42,37,Northeast,Middle Atlantic,Columbia County               ,123,0,0,0,123
2010,42,39,Northeast,Middle Atlantic,Crawford County               ,96,4,8,0,108
2010,42,41,Northeast,Middle Atlantic,Cumberland County             ,620,10,7,195,832
2010,42,43,Northeast,Middle Atlantic,Dauphin County                ,606,0,3,82,691
2010,42,45,Northeast,Middle Atlantic,Delaware County               ,354,2,7,0,363
2010,42,47,Northeast,Middle Atlantic,Elk County                    ,36,0,0,0,36
2010,42,49,Northeast,Middle Atlantic,Erie County                   ,369,14,8,195,586
2010,42,51,Northeast,Middle Atlantic,Fayette County                ,232,0,8,0,240
2010,42,53,Northeast,Middle Atlantic,Forest County                 ,10,0,0,0,10
2010,42,55,Northeast,Middle Atlantic,Franklin County               ,513,20,8,29,570
2010,42,57,Northeast,Middle Atlantic,Fulton County                 ,24,0,0,0,24
2010,42,59,Northeast,Middle Atlantic,Greene County                 ,41,0,0,0,41
2010,42,61,Northeast,Middle Atlantic,Huntingdon County             ,93,6,0,0,99
2010,42,63,Northeast,Middle Atlantic,Indiana County                ,74,0,14,0,88
2010,42,65,Northeast,Middle Atlantic,Jefferson County              ,57,0,0,24,81
2010,42,67,Northeast,Middle Atlantic,Juniata County                ,41,0,0,0,41
2010,42,69,Northeast,Middle Atlantic,Lackawanna County             ,247,4,14,0,265
2010,42,71,Northeast,Middle Atlantic,Lancaster County              ,1149,32,20,180,1381
2010,42,73,Northeast,Middle Atlantic,Lawrence County               ,103,2,0,0,105
2010,42,75,Northeast,Middle Atlantic,Lebanon County                ,240,0,0,0,240
2010,42,77,Northeast,Middle Atlantic,Lehigh County                 ,487,4,0,98,589
2010,42,79,Northeast,Middle Atlantic,Luzerne County                ,357,2,0,0,359
2010,42,81,Northeast,Middle Atlantic,Lycoming County               ,199,4,4,0,207
2010,42,83,Northeast,Middle Atlantic,McKean County                 ,35,0,0,0,35
2010,42,85,Northeast,Middle Atlantic,Mercer County                 ,127,0,0,25,152
2010,42,87,Northeast,Middle Atlantic,Mifflin County                ,79,0,0,0,79
2010,42,89,Northeast,Middle Atlantic,Monroe County                 ,240,2,0,21,263
2010,42,91,Northeast,Middle Atlantic,Montgomery County             ,879,50,4,128,1061
2010,42,93,Northeast,Middle Atlantic,Montour County                ,65,0,0,0,65
2010,42,95,Northeast,Middle Atlantic,Northampton County            ,377,16,31,54,478
2010,42,97,Northeast,Middle Atlantic,Northumberland County         ,122,2,0,0,124
2010,42,99,Northeast,Middle Atlantic,Perry County                  ,89,0,0,0,89
2010,42,101,Northeast,Middle Atlantic,Philadelphia County           ,447,204,133,200,984
2010,42,103,Northeast,Middle Atlantic,Pike County                   ,189,0,0,0,189
2010,42,105,Northeast,Middle Atlantic,Potter County                 ,30,0,0,0,30
2010,42,107,Northeast,Middle Atlantic,Schuylkill County             ,186,2,0,0,188
2010,42,109,Northeast,Middle Atlantic,Snyder County                 ,75,6,8,0,89
2010,42,111,Northeast,Middle Atlantic,Somerset County               ,108,0,4,0,112
2010,42,113,Northeast,Middle Atlantic,Sullivan County               ,24,0,0,0,24
2010,42,115,Northeast,Middle Atlantic,Susquehanna County            ,73,0,0,0,73
2010,42,117,Northeast,Middle Atlantic,Tioga County                  ,99,0,0,0,99
2010,42,119,Northeast,Middle Atlantic,Union County                  ,79,0,4,8,91
2010,42,121,Northeast,Middle Atlantic,Venango County                ,66,2,0,0,68
2010,42,123,Northeast,Middle Atlantic,Warren County                 ,32,0,0,0,32
2010,42,125,Northeast,Middle Atlantic,Washington County             ,442,0,29,0,471
2010,42,127,Northeast,Middle Atlantic,Wayne County                  ,196,0,0,0,196
2010,42,129,Northeast,Middle Atlantic,Westmoreland County           ,489,50,21,0,560
2010,42,131,Northeast,Middle Atlantic,Wyoming County                ,61,2,0,0,63
2010,42,133,Northeast,Middle Atlantic,York County                   ,858,0,4,197,1059
2010,44,1,Northeast,New England,Bristol County                ,38,2,0,0,40
2010,44,3,Northeast,New England,Kent County                   ,92,12,0,112,216
2010,44,5,Northeast,New England,Newport County                ,91,2,0,0,93
2010,44,7,Northeast,New England,Providence County             ,272,8,9,8,297
2010,44,9,Northeast,New England,Washington County             ,234,20,24,10,288
2010,45,1,South,South Atlantic,Abbeville County              ,19,0,0,0,19
2010,45,3,South,South Atlantic,Aiken County                  ,645,0,4,48,697
2010,45,5,South,South Atlantic,Allendale County              ,1,0,0,0,1
2010,45,7,South,South Atlantic,Anderson County               ,284,0,0,136,420
2010,45,9,South,South Atlantic,Bamberg County                ,9,0,0,0,9
2010,45,11,South,South Atlantic,Barnwell County               ,15,0,0,0,15
2010,45,13,South,South Atlantic,Beaufort County               ,244,0,0,0,244
2010,45,15,South,South Atlantic,Berkeley County               ,1086,0,0,90,1176
2010,45,17,South,South Atlantic,Calhoun County                ,32,0,0,0,32
2010,45,19,South,South Atlantic,Charleston County             ,1181,16,0,164,1361
2010,45,21,South,South Atlantic,Cherokee County               ,91,0,0,0,91
2010,45,23,South,South Atlantic,Chester County                ,32,0,0,0,32
2010,45,25,South,South Atlantic,Chesterfield County           ,38,4,0,0,42
2010,45,27,South,South Atlantic,Clarendon County              ,68,2,0,0,70
2010,45,29,South,South Atlantic,Colleton County               ,11,0,0,0,11
2010,45,31,South,South Atlantic,Darlington County             ,94,0,0,74,168
2010,45,33,South,South Atlantic,Dillon County                 ,15,0,0,0,15
2010,45,35,South,South Atlantic,Dorchester County             ,520,0,3,0,523
2010,45,37,South,South Atlantic,Edgefield County              ,40,0,0,0,40
2010,45,39,South,South Atlantic,Fairfield County              ,32,0,0,0,32
2010,45,41,South,South Atlantic,Florence County               ,259,34,0,15,308
2010,45,43,South,South Atlantic,Georgetown County             ,140,0,0,0,140
2010,45,45,South,South Atlantic,Greenville County             ,1252,12,0,40,1304
2010,45,47,South,South Atlantic,Greenwood County              ,50,0,0,0,50
2010,45,49,South,South Atlantic,Hampton County                ,14,0,0,0,14
2010,45,51,South,South Atlantic,Horry County                  ,1388,2,10,108,1508
2010,45,53,South,South Atlantic,Jasper County                 ,118,2,12,36,168
2010,45,55,South,South Atlantic,Kershaw County                ,252,0,0,0,252
2010,45,57,South,South Atlantic,Lancaster County              ,120,0,0,0,120
2010,45,59,South,South Atlantic,Laurens County                ,61,0,0,18,79
2010,45,61,South,South Atlantic,Lee County                    ,11,0,0,0,11
2010,45,63,South,South Atlantic,Lexington County              ,1168,0,0,150,1318
2010,45,65,South,South Atlantic,McCormick County              ,24,0,0,0,24
2010,45,67,South,South Atlantic,Marion County                 ,20,0,0,0,20
2010,45,69,South,South Atlantic,Marlboro County               ,6,0,0,0,6
2010,45,71,South,South Atlantic,Newberry County               ,69,0,0,0,69
2010,45,73,South,South Atlantic,Oconee County                 ,186,0,0,0,186
2010,45,75,South,South Atlantic,Orangeburg County             ,79,0,0,0,79
2010,45,77,South,South Atlantic,Pickens County                ,159,0,0,0,159
2010,45,79,South,South Atlantic,Richland County               ,1009,0,0,265,1274
2010,45,81,South,South Atlantic,Saluda County                 ,34,0,0,0,34
2010,45,83,South,South Atlantic,Spartanburg County            ,562,0,0,0,562
2010,45,85,South,South Atlantic,Sumter County                 ,289,0,0,64,353
2010,45,87,South,South Atlantic,Union County                  ,17,0,0,0,17
2010,45,89,South,South Atlantic,Williamsburg County           ,30,0,0,0,30
2010,45,91,South,South Atlantic,York County                   ,917,0,0,21,938
2010,46,3,Midwest,West North Central,Aurora County                 ,7,0,0,0,7
2010,46,5,Midwest,West North Central,Beadle County                 ,31,0,0,0,31
2010,46,7,Midwest,West North Central,Bennett County                ,1,0,0,0,1
2010,46,9,Midwest,West North Central,Bon Homme County              ,8,0,0,0,8
2010,46,11,Midwest,West North Central,Brookings County              ,111,6,0,0,117
2010,46,13,Midwest,West North Central,Brown County                  ,93,0,0,77,170
2010,46,15,Midwest,West North Central,Brule County                  ,7,0,0,0,7
2010,46,19,Midwest,West North Central,Butte County                  ,23,2,0,0,25
2010,46,21,Midwest,West North Central,Campbell County               ,4,0,0,0,4
2010,46,23,Midwest,West North Central,Charles Mix County            ,5,0,0,0,5
2010,46,25,Midwest,West North Central,Clark County                  ,13,0,4,7,24
2010,46,27,Midwest,West North Central,Clay County                   ,20,0,0,20,40
2010,46,29,Midwest,West North Central,Codington County              ,57,2,0,0,59
2010,46,31,Midwest,West North Central,Corson County                 ,0,0,0,0,0
2010,46,33,Midwest,West North Central,Custer County                 ,34,0,0,0,34
2010,46,35,Midwest,West North Central,Davison County                ,38,4,0,45,87
2010,46,37,Midwest,West North Central,Day County                    ,24,0,4,0,28
